task,n,kappa,h,method,region,joint_pass,observable_pass,state_pass,candidate_checkpoint_exists,all_saved_growth_or_probe_exists,random_restart_runs,random_restart_pass,warm_continuations,warm_pass,oracle_runs,oracle_pass,actual_stop,cnots,delta_e,fidelity,tags,source
validation,8,0.427,0.018,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,15,7.078925113912504e-05,0.9997512124063628,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/8017c1876c12cc4607a56b094e6bcb5a75325780ae49917fd58fee40d16f3d0d.npz
validation,8,0.427,0.058,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,7.869900369161797e-07,0.9999879404704262,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e3c7ab3ce6303b8fc41157ade5a17a0e565d7ee4782dd5d5b0d14fb0c4a41043.npz
validation,8,0.427,0.058,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,7.869933759119263e-07,0.9999879393904479,selected_pass,results/stage6_v1/domain_wall_candidates/cache/02d794ca7fefb379163862e0cef2c1cdf92cab43a8ee4ac3b846245e0e2842bd.npz
validation,8,0.427,0.058,C2,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,63,4.562709589039926e-07,0.9999965742552929,selected_pass,results/stage6_v1/domain_wall_candidates/cache/521f8fecf61d36afc6ea90db069781ff1486b9114fe648e15a0b4e81cc36c925.npz
validation,8,0.427,0.058,C3,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,63,3.8751220488020266e-07,0.9999976483535168,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a6c32dcee8ebba64a0803d601a2b61822c05f2aba4ee7bf64871259902fe53c5.npz
validation,8,0.427,0.058,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,63,3.8751220488020266e-07,0.9999976483535168,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a6c32dcee8ebba64a0803d601a2b61822c05f2aba4ee7bf64871259902fe53c5.npz
validation,8,0.427,0.058,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,9.251189926118286e-06,0.9998612945737558,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/4e942556ed91f3e2e6a511d194a3eac60be5937b2bfb6524b1d5b9720324edbe.npz
validation,8,0.427,0.118,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,127,1.2156018972531157e-06,0.9999971568394966,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9bbab393aec95b8c4e02a53e36bff4d804b7625318773be593f376e619068596.npz
validation,8,0.427,0.118,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,127,1.3104998405344404e-06,0.9999959534518676,selected_pass,results/stage6_v1/domain_wall_candidates/cache/528581fd8a75712cb6c0471d0af1b48dbdaac13eae3f55ff518f4c931cccea9b.npz
validation,8,0.427,0.118,C2,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,127,2.1208632516867e-07,0.9999994370835763,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6f0e0b7610506fb7724781d2dff0edf0fc5fc1ff9d52d49ce286caa5c779d2cc.npz
validation,8,0.427,0.118,C3,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,2.7790318635201317e-07,0.9999994369916723,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d96dd9f68cd77179fc2076d15deaf0720c3e14bf371465c5fbd3070dd881e67a.npz
validation,8,0.427,0.118,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,2.7790318635201317e-07,0.9999994369916723,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d96dd9f68cd77179fc2076d15deaf0720c3e14bf371465c5fbd3070dd881e67a.npz
validation,8,0.427,0.118,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,8.101134444726821e-05,0.9971890749733597,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/e868327efda04011f00083d95eb6f0067eb265bc751dd0a9ce405b26ffd42623.npz
validation,8,0.577,0.018,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,2.6095826943794975e-08,0.9999996788824403,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4ac7e1072b202524b1fb7e9c921fc73a797b12f4afa43ca72db88434853bb88d.npz
validation,8,0.577,0.018,C1,low_field,False,True,False,True,,0,0,0,0,0,0,budget,64,4.5300641238199546e-08,0.5000001822225604,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/8b6f2819d0f14f99799ac31efda9bdc2ddb32a1ba942ddde0b1e038620680f49.npz
validation,8,0.577,0.018,C2,low_field,False,True,False,False,,0,0,0,0,0,0,energy_stagnation,43,5.0400389084437336e-08,0.5000000684994141,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/93fde8d9205c9fcb6158b92bcff25d3f2c82128d48dbcfabe41eab7e149e0de8.npz
validation,8,0.577,0.018,C3,low_field,False,True,False,False,,0,0,0,0,0,0,energy_stagnation,43,5.0421171460257597e-08,0.5000000689094388,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/20570ba79e88a25922ce8fa9608e1f958cd42187ec2efbcc93996bf5e12d9d09.npz
validation,8,0.577,0.018,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,43,5.0421171460257597e-08,0.5000000689094388,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/20570ba79e88a25922ce8fa9608e1f958cd42187ec2efbcc93996bf5e12d9d09.npz
validation,8,0.577,0.018,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,16,5.275785758462881e-05,0.9998163002506416,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/aee5a6eba4f6c98ee56bba89bdef3039213b58b9053a3ac440760553b89bcf48.npz
validation,8,0.577,0.058,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.379924575774851e-07,0.9999950054857627,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0fd76053906d5ce65d000e88948b7fac33339d488225aab81479ec862c88314c.npz
validation,8,0.577,0.058,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,4.2010528256142265e-07,0.9999944738631965,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e7f73447b735800326ff91755f404ccdd62100ee73293dd777c2c6731f296b5a.npz
validation,8,0.577,0.058,C2,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,63,5.820463364947237e-06,0.5000080016713779,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/1c62efd9c4f381cfb27b0fddd4657a97139ac0d06d1f5197a76695c0e3ef5bec.npz
validation,8,0.577,0.058,C3,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,63,5.820582271942598e-06,0.5000079299405077,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/a6bbb5ac879ba966436dba5272b7537c89ed3800822540a2abc44952fed6be8d.npz
validation,8,0.577,0.058,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.379924575774851e-07,0.9999950054857627,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0fd76053906d5ce65d000e88948b7fac33339d488225aab81479ec862c88314c.npz
validation,8,0.577,0.058,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,6.0957771339520406e-06,0.9999156810319745,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/3e26966dc76a11930c284c35dcd2a73133dc2c805f72db23ac11539da1453213.npz
validation,8,0.577,0.118,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,4.232934860592952e-05,0.9987487314002632,selected_pass,results/stage6_v1/domain_wall_candidates/cache/92c4ad59e85f59c04004e51d6bdd18875064fd881a890db31687902f087ea7cd.npz
validation,8,0.577,0.118,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.7373866016987556e-05,0.9989799846601078,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ff591b968902145100e9d47b885a37c1da1fbca9211664e71f73cae40a2830cc.npz
validation,8,0.577,0.118,C2,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.00011477794851166845,0.502081843745036,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/0e40394446b2966b0d80ce219bd587a00e000ccb77d1f7e8cb5bcaf9fe7cd6ad.npz
validation,8,0.577,0.118,C3,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.00011775289839743852,0.5010907295828592,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/db04747f8b28be039bf4a5ffa1ca40668dfbc65fd999937195fcd4867ffd6bf6.npz
validation,8,0.577,0.118,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,4.232934860592952e-05,0.9987487314002632,selected_pass,results/stage6_v1/domain_wall_candidates/cache/92c4ad59e85f59c04004e51d6bdd18875064fd881a890db31687902f087ea7cd.npz
validation,8,0.577,0.118,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,9.857896698106661e-05,0.997479458755576,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/c5e670c8312aaf778f63c705bd4a89bb8733d2650387ad75b9fa77a47c06842a.npz
validation,8,0.597,0.018,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,64,1.7706913713055883e-08,0.9999998338084592,selected_pass,results/stage6_v1/domain_wall_candidates/cache/99567145dd49a45a10374ddcdd8767a77c392fdce9a53522aabeec0965c849d2.npz
validation,8,0.597,0.018,C1,low_field,False,True,False,True,,0,0,0,0,0,0,budget,64,4.073159021178441e-08,0.5000001606986664,qualified_checkpoint_candidate_found_but_not_selected;recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/04414d1ffc5a9e5f765a61cf405659d39ea37c4a78cfff1daf4e7882cfa1fa65.npz
validation,8,0.597,0.018,C2,low_field,False,True,False,False,,0,0,0,0,0,0,energy_stagnation,63,4.560249211582601e-08,0.5000000589610912,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/ead4167a514523f11b479d37431e78247bdd12877e27ef3941e4e47b9e2025d0.npz
validation,8,0.597,0.018,C3,low_field,False,True,False,False,,0,0,0,0,0,0,energy_stagnation,41,4.530630093313448e-08,0.50000006048296,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9157d28a3a1fdd0c5d4c4ca0fa33be667b361379d2a26fbe6e3ac80436756ad7.npz
validation,8,0.597,0.018,H6,low_field,False,True,False,True,,0,0,0,0,0,0,energy_stagnation,41,4.530630093313448e-08,0.50000006048296,qualified_checkpoint_candidate_found_but_not_selected,results/stage6_v1/domain_wall_candidates/cache/9157d28a3a1fdd0c5d4c4ca0fa33be667b361379d2a26fbe6e3ac80436756ad7.npz
validation,8,0.597,0.018,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,16,5.095727400872274e-05,0.9998287983590332,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/48499dffb0b635b844f4ea9f04da79f0e76e4d803d7a8204a85a6e90a915daf6.npz
validation,8,0.597,0.058,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5515126650100797e-07,0.9999983588834686,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4c104f8af97dbfe3d3a982abb9426f9ef8c14c9ebadc855f109125379dd97db9.npz
validation,8,0.597,0.058,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,2.060202903830799e-07,0.9999981187403432,selected_pass,results/stage6_v1/domain_wall_candidates/cache/c857a15ed6613678eec1522deb1a96ee735eaf7e87593f7fdb58d83278abf1a6.npz
validation,8,0.597,0.058,C2,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,63,5.076413355009635e-06,0.5000069870317255,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/48acac36ff518247c9df6b671b8d3e961530fff4f71f772ad389bf8d356d4a5f.npz
validation,8,0.597,0.058,C3,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,63,4.9585674601893e-06,0.5000081285858877,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e869ba27387f5f9178ff4ca716510d981f6e91a5e245c2f99338cd1c9797f069.npz
validation,8,0.597,0.058,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5515126650100797e-07,0.9999983588834686,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4c104f8af97dbfe3d3a982abb9426f9ef8c14c9ebadc855f109125379dd97db9.npz
validation,8,0.597,0.058,B3,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,4.1808905562046306e-06,0.9999566522719511,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/92acf23c89abfc2d44d69f2c92db853e4aae45fcb59a022c651bec2a8adac70a.npz
validation,8,0.597,0.118,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.57984228138508e-05,0.9997470765324291,selected_pass,results/stage6_v1/domain_wall_candidates/cache/89d92b2a8dc0313c2d52e791f0e0678bdf6b558efc4caa88716c7139b639768a.npz
validation,8,0.597,0.118,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.239196291369371e-05,0.9998185714446138,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6cdeca79fe98e494b1dd0198d35f31f32e576d701820c6eacf64815a8b3b67db.npz
validation,8,0.597,0.118,C2,low_field,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,8.967572018347969e-05,0.5006453700532655,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/4a0d4b91a13b89bb498038a53f8060168e7b3b85fe9c063d93ab86bdb89a0fda.npz
validation,8,0.597,0.118,C3,low_field,False,True,False,False,,0,0,0,0,0,0,energy_stagnation,127,8.966418246036945e-05,0.5005802499117563,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9bb00b9809f5140148f1e90ecbd58751f28fd2218c95124ce8a445283d41d192.npz
validation,8,0.597,0.118,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.57984228138508e-05,0.9997470765324291,selected_pass,results/stage6_v1/domain_wall_candidates/cache/89d92b2a8dc0313c2d52e791f0e0678bdf6b558efc4caa88716c7139b639768a.npz
validation,8,0.597,0.118,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,32,9.17270299373163e-05,0.998673102695071,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/fb91c1ac715429a6437a9c6fa5434bb7d02180c5aa4c8ec77fecfa5645883386.npz
validation,8,0.715,0.29,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0002200059461898718,0.9983895030918453,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0d7a3c280ef0bb34b65a8ae6ad6a3ab766ae0dae1474ca1573facee88c50bf9b.npz
validation,8,0.715,0.29,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,128,0.00018461080599208035,0.9987715764423172,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5898bf4ce74db37b892d2f620c0b69cb3cee0c3f42b69d931cbbf8a36f284d9c.npz
validation,8,0.715,0.29,C2,other,False,False,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.0018420340293096027,0.5099345332999486,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/7bb22f3651421fd53ed68d6303f4ab7184089bef3db40af8f936790b8e0c3541.npz
validation,8,0.715,0.29,C3,other,False,False,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.001755822692588782,0.518988529769977,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/e7ee6e2c91231d4e570e7db73f71da8fd58b238a51088ae6bb51a8591720c5de.npz
validation,8,0.715,0.29,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0002200059461898718,0.9983895030918453,selected_pass,results/stage6_v1/domain_wall_candidates/cache/0d7a3c280ef0bb34b65a8ae6ad6a3ab766ae0dae1474ca1573facee88c50bf9b.npz
validation,8,0.715,0.29,B3,other,True,True,True,True,,0,0,0,0,0,0,budget,128,0.0002200059636134899,0.9983895014000632,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/ef202555c54fb83b5ded37b5a6caef4a47e59a51d4b660b4da2b24bb2fd33443.npz
validation,8,0.715,0.43,C0,other,False,False,True,False,,0,0,0,0,0,0,budget,128,0.002024364459809358,0.9901062441564291,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/355baf5b503b8ec6d1c3b4673652047019fbe2d4bb924ba6a7bd16a5586a56a6.npz
validation,8,0.715,0.43,C1,other,False,False,True,False,,0,0,0,0,0,0,budget,127,0.0014613403387743196,0.9943484348495564,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/9826a22fe9206aafb78ee12a5eb017586631cb7c89b15c85dd512c111d2d937f.npz
validation,8,0.715,0.43,C2,other,False,False,True,False,,0,0,0,0,0,0,parameter_cap160,127,0.0027372826647397153,0.9923383066918757,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/c4c0d911d273a85652d862a1d2eab145e4ddb05a760c85080d9173f29b455349.npz
validation,8,0.715,0.43,C3,other,False,False,True,False,,0,0,0,0,0,0,energy_stagnation,127,0.0011797841986814772,0.9964574192821476,still_uncertain,results/stage6_v1/domain_wall_candidates/cache/9dac9f9e76f9a18ecb04c0b62740eee27bd4fd3d7c56c96bad8185547697e018.npz
validation,8,0.715,0.43,H6,other,False,False,True,False,,0,0,0,0,0,0,budget,128,0.002024364459809358,0.9901062441564291,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/355baf5b503b8ec6d1c3b4673652047019fbe2d4bb924ba6a7bd16a5586a56a6.npz
validation,8,0.715,0.43,B3,other,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0020243644421348295,0.9901059784173817,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/806f6f09c53cd07a493d076c5d3e553921cd826d5813d371aa82b401c2b1bf8a.npz
validation,8,0.715,0.57,C0,other,False,False,True,False,,0,0,0,0,0,0,budget,127,0.0012506576945594539,0.9974107470022204,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d37d9ca4186d8b5ac9bd046eaf8c3bd0887129293a10438c85774d865c8155ca.npz
validation,8,0.715,0.57,C1,other,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0019340804480388885,0.9952365189869987,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/a2818d2da4308d24e06f35bfd131937175e747ca6798acffe0335e6a16c29cc0.npz
validation,8,0.715,0.57,C2,other,False,False,True,False,,0,0,0,0,0,0,parameter_cap160,127,0.0024273217048197404,0.9935696765928028,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/f253dddc16cd40291ee0a626f438bb7adba153fb2dff8504d0b8a262944e654d.npz
validation,8,0.715,0.57,C3,other,False,False,True,False,,0,0,0,0,0,0,parameter_cap160,127,0.0014868092760887963,0.9973227682963014,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/9ee458ada43014f162fe24b29c4e23b3bb43f5a18aad60509ad104287723f7d0.npz
validation,8,0.715,0.57,H6,other,False,False,True,False,,0,0,0,0,0,0,budget,127,0.0012506576945594539,0.9974107470022204,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d37d9ca4186d8b5ac9bd046eaf8c3bd0887129293a10438c85774d865c8155ca.npz
validation,8,0.715,0.57,B3,other,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0015889712644426846,0.9975684486593208,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/a2bc906d78b1fe7e86c55ece2eed1ffb8ff27bb320fe78d0d2378c4d500bacb9.npz
validation,8,0.815,0.165,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,128,1.1431062547639925e-06,0.9999961617377036,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9cbe3dd3b5cdb8fef30a116d24df4dc7621882379192e039c5326f8332d3b9fc.npz
validation,8,0.815,0.165,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,128,1.0665190876002484e-06,0.9999963888035767,selected_pass,results/stage6_v1/domain_wall_candidates/cache/033f6c84a2f9351e3ab3c5ac0412848170559f1ea1efec997b020e8093288e62.npz
validation,8,0.815,0.165,C2,other,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.00011065239651320002,0.5004224009833722,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d50f202734aad572985be0491e798a6094a1c8e71e139e26f28c9a9989905f5a.npz
validation,8,0.815,0.165,C3,other,False,True,False,False,,0,0,0,0,0,0,parameter_cap160,127,0.00011219547851359923,0.5003428799517292,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/21fb321269e8d95d9e04faf83b407e5a428e02f0cc42def495574ad5916635f5.npz
validation,8,0.815,0.165,H6,other,True,True,True,True,,0,0,0,0,0,0,budget,128,1.1431062547639925e-06,0.9999961617377036,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9cbe3dd3b5cdb8fef30a116d24df4dc7621882379192e039c5326f8332d3b9fc.npz
validation,8,0.815,0.165,B3,other,True,True,True,True,,0,0,0,0,0,0,pool_gradient,32,2.9737899972404058e-05,0.9999113854856272,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/3e7f79e2cf1755825bac9dc241eb8b4b4477a61f0ea1945307679364b7899127.npz
validation,8,0.815,1.715,C0,other,True,True,True,True,,0,0,0,0,0,0,budget,127,6.968477697788522e-05,0.9999589287857216,selected_pass,results/stage6_v1/domain_wall_candidates/cache/befbf735d41db794b4a8a65284b9fa421e257e07a48e2658d4665dfbe5deeb1b.npz
validation,8,0.815,1.715,C1,other,True,True,True,True,,0,0,0,0,0,0,budget,127,4.959924905056923e-05,0.9999690143315131,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e6ebffba045b89972204b7126157e10c0dbb0663fc2b28c92432ef17ee8400a0.npz
