task,n,kappa,h,method,region,joint_pass,observable_pass,state_pass,candidate_checkpoint_exists,all_saved_growth_or_probe_exists,random_restart_runs,random_restart_pass,warm_continuations,warm_pass,oracle_runs,oracle_pass,actual_stop,cnots,delta_e,fidelity,tags,source
confirmation,8,0.183,0.085,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,6.779221883856934e-08,0.9999998153592741,selected_pass,results/stage6_v1/domain_wall_candidates/cache/7a7391a51f2ec4e4eb33727919660f2600eae8edf3e581c07c179a6a86497d10.npz
confirmation,8,0.183,0.085,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,5.5640966833969685e-08,0.9999998456735371,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9391d870b324ae8787371679f6108c7e7d7c1280062d4f612228377054f227e5.npz
confirmation,8,0.183,0.085,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,6.779221883856934e-08,0.9999998153592741,selected_pass,results/stage6_v1/domain_wall_candidates/cache/7a7391a51f2ec4e4eb33727919660f2600eae8edf3e581c07c179a6a86497d10.npz
confirmation,8,0.183,0.085,B3,interior,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,2.227820394939961e-06,0.9999929396536099,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/52e98c8fa2275189a9f9b91e6a699ef2bdf6fce56e3436f238c4eb8ace1a20f3.npz
confirmation,8,0.183,0.175,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,1.041394210865576e-07,0.9999998233493466,selected_pass,results/stage6_v1/domain_wall_candidates/cache/89b313b40d201bbc293f9d47d3d692f29114f542124ddfb5c738628d504ce711.npz
confirmation,8,0.183,0.175,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,3.1425410806917853e-07,0.9999993060246366,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f65ccb818f4497d263cae06522284b0a72fde660651aa3b076341392b43411fc.npz
confirmation,8,0.183,0.175,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,1.041394210865576e-07,0.9999998233493466,selected_pass,results/stage6_v1/domain_wall_candidates/cache/89b313b40d201bbc293f9d47d3d692f29114f542124ddfb5c738628d504ce711.npz
confirmation,8,0.183,0.175,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,31,4.185999577321908e-05,0.9998598751785652,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/b8f2fcb61c6b38e6321537390f69aad509504dd8975744b619bc0a8fb8bf8ab7.npz
confirmation,8,0.183,1.675,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,4.083553541978091e-07,0.999999735902415,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9a7293ef750613dd633938a29fdb290274e1f54e96bcb1367a359906e3592522.npz
confirmation,8,0.183,1.675,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,5.434916172664117e-07,0.9999996518954976,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f6b230e15a10446a8d24e58f858c2ed17d3fb601f95febadedf9940807bac4c3.npz
confirmation,8,0.183,1.675,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,4.083553541978091e-07,0.999999735902415,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9a7293ef750613dd633938a29fdb290274e1f54e96bcb1367a359906e3592522.npz
confirmation,8,0.183,1.675,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,32,9.1745177778213e-05,0.9998952669201842,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/533c4ebafff30e1d30e3714a057c4e610ba32e88951cc3e5052439f820a2a213.npz
confirmation,8,0.183,1.875,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,4.837068587892901e-07,0.9999997289385602,selected_pass,results/stage6_v1/domain_wall_candidates/cache/92acaca417ada3af6f50521d0081d9e608b38ae8fb09a145103a2b0ed53c14d6.npz
confirmation,8,0.183,1.875,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,7.924229470379629e-07,0.9999995195845628,selected_pass,results/stage6_v1/domain_wall_candidates/cache/774ab86214a86e660840f2531ae51f67683c5c06c7d8f7141466e6851a02772f.npz
confirmation,8,0.183,1.875,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,4.837068587892901e-07,0.9999997289385602,selected_pass,results/stage6_v1/domain_wall_candidates/cache/92acaca417ada3af6f50521d0081d9e608b38ae8fb09a145103a2b0ed53c14d6.npz
confirmation,8,0.183,1.875,B3,interior,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,32,5.549177470132172e-05,0.9999400755406327,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/3243b5895a2cd36524d432b834c4c1541c8533c116252b0d0a68be8eab7e6b05.npz
confirmation,8,0.283,0.085,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,2.580382667538572e-07,0.9999989969826925,selected_pass,results/stage6_v1/domain_wall_candidates/cache/69d88988013df9ea469fc9a0e212895abdd01bfa9ece5fa6b275efedb693d327.npz
confirmation,8,0.283,0.085,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,2.4191304126564006e-07,0.9999990785018342,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6f5ebda8b95fd22c794a38cc54e5388fc3b17937d08a709604539878da50f864.npz
confirmation,8,0.283,0.085,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,2.580382667538572e-07,0.9999989969826925,selected_pass,results/stage6_v1/domain_wall_candidates/cache/69d88988013df9ea469fc9a0e212895abdd01bfa9ece5fa6b275efedb693d327.npz
confirmation,8,0.283,0.085,B3,interior,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,5.592439529467086e-06,0.9999739832365355,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/6dfecd67297abdb9896b2be8d87c2237055e5a01c8f7d206601517dd7bc76da6.npz
confirmation,8,0.283,0.175,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,5.14549450159052e-07,0.9999981385584997,selected_pass,results/stage6_v1/domain_wall_candidates/cache/69409de14bb18a24d39a0e69505623617d85974c9096b5886ec51dc15f24035b.npz
confirmation,8,0.283,0.175,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,2.9171193183241684e-07,0.9999994202348589,selected_pass,results/stage6_v1/domain_wall_candidates/cache/af4b9404e857defcd49a2ed6791224c3ecdd224424988ab193aa2683b954c2ff.npz
confirmation,8,0.283,0.175,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,5.14549450159052e-07,0.9999981385584997,selected_pass,results/stage6_v1/domain_wall_candidates/cache/69409de14bb18a24d39a0e69505623617d85974c9096b5886ec51dc15f24035b.npz
confirmation,8,0.283,0.175,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,1.5408167085784186e-05,0.9999149961288823,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/18c4d158902b9ebb0f8c83dc0020f1f633ce8a74022378290e7a066350d77dfa.npz
confirmation,8,0.283,1.675,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,3.5620164839933466e-07,0.9999997975342301,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b4d8f7c030d123142a763411778a85b72245dd6df4ef559b56e977e9342105f1.npz
confirmation,8,0.283,1.675,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,7.389275091806979e-07,0.9999995760182051,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a32048ad41a3a02d51fdb95b04190c6a697da2044ae19b9321697ae1ecc56079.npz
confirmation,8,0.283,1.675,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,3.5620164839933466e-07,0.9999997975342301,selected_pass,results/stage6_v1/domain_wall_candidates/cache/b4d8f7c030d123142a763411778a85b72245dd6df4ef559b56e977e9342105f1.npz
confirmation,8,0.283,1.675,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,7.834646837334702e-05,0.9999198948256547,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/fe6613cbdb49e7dbf0da3c43e00cb1e2f283b5c90ea41f069808ca7faf7e9413.npz
confirmation,8,0.283,1.875,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,4.3047511022464846e-07,0.9999997886213939,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d9a20e54b2b787eebbf23e0c765910e1af37f2de37d7440e0dd3b49e7ca56563.npz
confirmation,8,0.283,1.875,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,8.717820867421011e-07,0.9999995405063627,selected_pass,results/stage6_v1/domain_wall_candidates/cache/a13c92c5671ea77895ec809ce1b990878855b0fa509a0fb153896db498f8d7a2.npz
confirmation,8,0.283,1.875,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,4.3047511022464846e-07,0.9999997886213939,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d9a20e54b2b787eebbf23e0c765910e1af37f2de37d7440e0dd3b49e7ca56563.npz
confirmation,8,0.283,1.875,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,63,8.113537854681496e-05,0.9999439818100144,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/77f569b3fb40d045db203d4301626dfc2c527f5e58d69aa2dde49a9925581b1f.npz
confirmation,8,0.383,0.085,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,7.11810594244966e-07,0.9999935895712456,selected_pass,results/stage6_v1/domain_wall_candidates/cache/3c060be1afeeb76a9543f07a74006f77e289d026e72f3ed30d546fb5efafdad4.npz
confirmation,8,0.383,0.085,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,64,9.307213018061589e-07,0.9999912128234287,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4161eb9b8831adc23e5d3506ff1dd529daa35c60bac576e8b68aa4975ccd87fa.npz
confirmation,8,0.383,0.085,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,95,7.11810594244966e-07,0.9999935895712456,selected_pass,results/stage6_v1/domain_wall_candidates/cache/3c060be1afeeb76a9543f07a74006f77e289d026e72f3ed30d546fb5efafdad4.npz
confirmation,8,0.383,0.085,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,31,1.975450226820996e-05,0.999818205094879,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/9a8e1290e70f7a3ea3391c4c7c82fc100ba7d458cfb038c25da3f906139f61d4.npz
confirmation,8,0.383,0.175,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,9.567475425242833e-07,0.9999978011594338,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6df76d06ac2bf266eb2232439b206be06a2165abfc7555751faef4717d741470.npz
confirmation,8,0.383,0.175,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,9.225093240416982e-07,0.9999978695226611,selected_pass,results/stage6_v1/domain_wall_candidates/cache/53d32a2e03978254afd190b605ccbee34faa7bfd87b3a8624df295a1ba3e58c0.npz
confirmation,8,0.383,0.175,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,9.567475425242833e-07,0.9999978011594338,selected_pass,results/stage6_v1/domain_wall_candidates/cache/6df76d06ac2bf266eb2232439b206be06a2165abfc7555751faef4717d741470.npz
confirmation,8,0.383,0.175,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,64,9.694978289442879e-05,0.9986165958494155,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/46e843af7514568c21f67d588b260d1bcae5d95f9fbb883c8b625036f692e1f5.npz
confirmation,8,0.383,1.675,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,1.5994578044242758e-06,0.999999093454459,selected_pass,results/stage6_v1/domain_wall_candidates/cache/35744e05249d00e7f94e8f7e9dfe2df087ff1e8ac47fa2f2755fc1a4f75ad396.npz
confirmation,8,0.383,1.675,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.5827219730368824e-06,0.9999991288143552,selected_pass,results/stage6_v1/domain_wall_candidates/cache/2e1a62428e85e9da390e35b7af07a5d655dfe33f3340035eac9e4debb0a1b9c2.npz
confirmation,8,0.383,1.675,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,1.5994578044242758e-06,0.999999093454459,selected_pass,results/stage6_v1/domain_wall_candidates/cache/35744e05249d00e7f94e8f7e9dfe2df087ff1e8ac47fa2f2755fc1a4f75ad396.npz
confirmation,8,0.383,1.675,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,96,8.363896357943545e-06,0.9999949427257042,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/4248cc97514856ae637d9aa03ae621d9d6ad8d8a177dd09861a0fe6ecc54e87e.npz
confirmation,8,0.383,1.875,C0,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,1.3389754311976532e-06,0.9999993336641699,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9fc587837383b478336a40e85f5953b2137e7a43fbf0a5ab850ce6f95e022587.npz
confirmation,8,0.383,1.875,C1,interior,True,True,True,True,,0,0,0,0,0,0,budget,128,1.2654057204297686e-06,0.9999993474638257,selected_pass,results/stage6_v1/domain_wall_candidates/cache/e8cbfdb81c36910c1bbdd3ee97afe8c39bff17c14d8fb599f8ee935e0e7a2d89.npz
confirmation,8,0.383,1.875,H6,interior,True,True,True,True,,0,0,0,0,0,0,budget,127,1.3389754311976532e-06,0.9999993336641699,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9fc587837383b478336a40e85f5953b2137e7a43fbf0a5ab850ce6f95e022587.npz
confirmation,8,0.383,1.875,B3,interior,True,True,True,True,,0,0,0,0,0,0,budget,64,3.6291413777034265e-05,0.999978620679241,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/7a209b944fa83858e73f07ff15f384f77b7717ba46fcd40b76d400deb3fa3dbb.npz
confirmation,8,0.443,0.013,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,4.840136069717005e-10,0.9999999963912232,selected_pass,results/stage6_v1/domain_wall_candidates/cache/09be21693b2f3193775b6984132e83139b19fbd2c5ccdac7be9dbbd2acb5fb3e.npz
confirmation,8,0.443,0.013,C1,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,63,4.660342112217108e-10,0.9999999964962332,selected_pass,results/stage6_v1/domain_wall_candidates/cache/f33b12ed5e026c63b31c041540bba6ce3594e6cc74c894afad326b8c9bef17cd.npz
confirmation,8,0.443,0.013,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,37,5.660927837602969e-09,0.9999999074032234,selected_pass,results/stage6_v1/domain_wall_candidates/cache/1ea44b118abd0c45df2a3564a9913f376bc8595881fb91bbcccd244c1f73f79b.npz
confirmation,8,0.443,0.013,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,7,7.589418921538638e-05,0.9997265025233604,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/2f160b81588feaa33afa16f03e078cd8701601621df0e48c0d8d15d7246e7859.npz
confirmation,8,0.443,0.028,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,2.450134872766796e-08,0.9999996407220563,selected_pass,results/stage6_v1/domain_wall_candidates/cache/fdc61b59549e8af9c96d12e4810dec51ad9909fec4abf012887b3de06ca07a58.npz
confirmation,8,0.443,0.028,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,2.4092924433283258e-08,0.999999649154781,selected_pass,results/stage6_v1/domain_wall_candidates/cache/12fc45afbb40cb7815bdf027ab83bddda331f16c5c432f74ac939b47e94ee5e4.npz
confirmation,8,0.443,0.028,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,2.450134872766796e-08,0.9999996407220563,selected_pass,results/stage6_v1/domain_wall_candidates/cache/fdc61b59549e8af9c96d12e4810dec51ad9909fec4abf012887b3de06ca07a58.npz
confirmation,8,0.443,0.028,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,6.852332021800578e-07,0.9999877384038102,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/53c66ccfa95941d5d68c081fdb573629a7a551ee93b3aa5fdc1dc3acc11f3ab6.npz
confirmation,8,0.443,0.044,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.312072642813746e-07,0.9999935446993428,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4e1da8bb500096f654ffaf4275517bf4f8915020a44fe6abe54fe6d36ca35590.npz
confirmation,8,0.443,0.044,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.263459172897498e-07,0.9999936609328046,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9802f05370fa56f8dd6226ecd14cbe96a04c21587f3a1304e9dfc790d8ad0c1b.npz
confirmation,8,0.443,0.044,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,3.312072642813746e-07,0.9999935446993428,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4e1da8bb500096f654ffaf4275517bf4f8915020a44fe6abe54fe6d36ca35590.npz
confirmation,8,0.443,0.044,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,4.352400495233333e-06,0.9999170816223129,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/8c5deeb4799d5bcf54c8a37d0bf5224cf05f55eae00670ef351de2d34e527d79.npz
confirmation,8,0.443,0.068,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.0279489093267813e-07,0.9999992495345993,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5f7284735a10590d29cb6af3de0c2c8ec423af7dd71978a0b53cbdf75b9bacf5.npz
confirmation,8,0.443,0.068,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,1.620355939424556e-07,0.9999994900985559,selected_pass,results/stage6_v1/domain_wall_candidates/cache/9a765d648256bf1414b855fcb3b7ead82110c3dec4357cc32379f95e660c8940.npz
confirmation,8,0.443,0.068,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,95,1.359264433231644e-07,0.9999996844076875,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4d8b1d2cff3dc2fb7292d3f5743de2471184a0ca98bc590a4e30e69ec56323a7.npz
confirmation,8,0.443,0.068,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,31,2.773834682312515e-05,0.9993571075497122,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/7277bdb9b4136b3995c68ad9c02153358c94f5ab09d6eefdbe942c5c9a13311e.npz
confirmation,8,0.443,0.093,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,3.472908736146252e-07,0.9999989561131744,selected_pass,results/stage6_v1/domain_wall_candidates/cache/cbaf79f1795bf5112e5091606d2e7a746b9d4b61453d57eeb92defcd9303c689.npz
confirmation,8,0.443,0.093,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,6.626305594226167e-07,0.9999980569839525,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ff079103e13f2212df50fe7d466815d3f9054dfab4d8bf75e1e430dd48cc20b8.npz
confirmation,8,0.443,0.093,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,3.3111852981715373e-07,0.9999991670418997,selected_pass,results/stage6_v1/domain_wall_candidates/cache/300312ce44d7b9d829886c1d56a843d26b60e7f88f68c905de04eb8aad60f034.npz
confirmation,8,0.443,0.093,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,4.378049295616915e-05,0.9979673542009351,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/c513edb2add8d1ab7fab4ee3262042111cc8e600134909b60a7d8c42a9e158d7.npz
confirmation,8,0.443,0.138,C0,low_field,False,False,True,False,,0,0,0,0,0,0,budget,128,0.00010022550812671671,0.9941662464368461,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/dda0456162bdef29a407c9342f6eaf25116308b8d8a4afa9a2838cd7e2dc7b55.npz
confirmation,8,0.443,0.138,C1,low_field,False,False,True,False,,0,0,0,0,0,0,budget,128,7.133419282412401e-05,0.9967139922856102,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/37138658e9990f6f7f804eb3b9daaaff953db0632048fea3020d12dace2517e8.npz
confirmation,8,0.443,0.138,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,1.0362963506982403e-05,0.9999019366169467,selected_pass,results/stage6_v1/domain_wall_candidates/cache/4aa53b05702310a45bbae83e82d9ded7078c21cbfa5801e8e4e44fa21ee41eb6.npz
confirmation,8,0.443,0.138,B3,low_field,False,False,True,False,,0,0,0,0,0,0,budget,127,0.00017438684245274505,0.990573973593506,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/c5c7e554cca4acc8e2082cbc3abe7cd4cc9769cf2b73dd603eeb526afd875300.npz
confirmation,8,0.459,0.013,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,9.631835329315663e-10,0.9999999865917699,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5c73d9cba28842d04af38aa9cdc5a6b72f92f652fdcc15e8f539dfb35789c397.npz
confirmation,8,0.459,0.013,C1,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,63,8.493210579274546e-10,0.9999999869973839,selected_pass,results/stage6_v1/domain_wall_candidates/cache/58e9c42b5a078d1e733a0f52e91bfdf52b74c6a65384ea5a83f660a47801fb5f.npz
confirmation,8,0.459,0.013,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,39,8.86906115216135e-09,0.99999979394223,selected_pass,results/stage6_v1/domain_wall_candidates/cache/1dd427d3cd534b37b24007521a6863684feaebbc3bf0f82070cd8862d228d23d.npz
confirmation,8,0.459,0.013,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,7,7.816081850087198e-05,0.9997090254338341,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/432897b15e714d17eeb6f4f78b27326ead197ca1158f85ddead21fc742f3a1c4.npz
confirmation,8,0.459,0.028,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,6.097326343823539e-08,0.9999984386246692,selected_pass,results/stage6_v1/domain_wall_candidates/cache/32ef2f732d1063f9d636351701ca07b9be500b5bc8a3705fd8ff1d63daecb1b1.npz
confirmation,8,0.459,0.028,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,6.013546283156757e-08,0.9999984681581808,selected_pass,results/stage6_v1/domain_wall_candidates/cache/5bed00f5882a653ee3acd32e12292d4b55ccb86f35bed66e6addc02619721ba9.npz
confirmation,8,0.459,0.028,H6,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,6.097326343823539e-08,0.9999984386246692,selected_pass,results/stage6_v1/domain_wall_candidates/cache/32ef2f732d1063f9d636351701ca07b9be500b5bc8a3705fd8ff1d63daecb1b1.npz
confirmation,8,0.459,0.028,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,1.091910059702883e-06,0.9999717530879229,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/05cb5abb2f21880db42256ad79d1dc393d28b04614a941326969d3b17f6df452.npz
confirmation,8,0.459,0.044,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,9.709583935757493e-07,0.9999654571943284,selected_pass,results/stage6_v1/domain_wall_candidates/cache/df047d5a502324a790e724f5a0df98489590ad8a3c3176f5e551745f40efe3de.npz
confirmation,8,0.459,0.044,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,63,9.629662270915773e-07,0.9999658878404771,selected_pass,results/stage6_v1/domain_wall_candidates/cache/d0b4b8919c15bc421a1309606d40179c06c22b747d6880027adc3d60dc96acd9.npz
confirmation,8,0.459,0.044,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,63,5.787575240168152e-07,0.9999905261561683,selected_pass,results/stage6_v1/domain_wall_candidates/cache/17fdf5ec42b246939881031a703be33aa83cd9f865c59cb8970769d55f48d4dc.npz
confirmation,8,0.459,0.044,B3,low_field,True,True,True,True,,0,0,0,0,0,0,pool_gradient,31,7.238478783477831e-06,0.9997836157896494,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/bff86c5bfb1eb63195f1e4ff45b8fc20e9b1cb7b4eaa8b6a0a73040c4f7998d6.npz
confirmation,8,0.459,0.068,C0,low_field,True,True,True,True,,0,0,0,0,0,0,budget,128,1.1421826717761263e-07,0.9999996535810205,selected_pass,results/stage6_v1/domain_wall_candidates/cache/ed673ac210a3012c3bfca849a0ffb7cb4ac356ebc6cc52f5cef021351f9a1a27.npz
confirmation,8,0.459,0.068,C1,low_field,True,True,True,True,,0,0,0,0,0,0,budget,96,3.8071349850454794e-07,0.9999990021633407,selected_pass,results/stage6_v1/domain_wall_candidates/cache/50a0dffdfb820ec0b982dec20f1237d48febc6bb61bbb11751163613244cba7c.npz
confirmation,8,0.459,0.068,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,95,4.6263929098788736e-07,0.99999859959842,selected_pass,results/stage6_v1/domain_wall_candidates/cache/aa1b54cf53b4f6167227f2561cd3e386ebb346b47a5b5bd4f31f76e000969883.npz
confirmation,8,0.459,0.068,B3,low_field,True,True,True,True,,0,0,0,0,0,0,budget,31,5.4973091255239304e-05,0.9971659786882808,selected_pass,results/stage6_v1/legacy_b3/adaptive/cache/8ba7dde5ec07148786b4f523c7324e6dac6cfaa2b05d678f15b85f1df673efb6.npz
confirmation,8,0.459,0.093,C0,low_field,False,False,True,False,,0,0,0,0,0,0,budget,127,1.454280008617026e-05,0.9990084593465003,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/6612f3c8730f5cc471ca425248a4d0e747041f12d53fe9aab7c54d39e80e1f50.npz
confirmation,8,0.459,0.093,C1,low_field,False,False,True,False,,0,0,0,0,0,0,budget,128,1.2188139901003758e-05,0.9992902249569807,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/f82348c270c4a9ff029e089c19fb95063c0a83ef7d4197671ba9e1f1acde1ea6.npz
confirmation,8,0.459,0.093,H6,low_field,True,True,True,True,,0,0,0,0,0,0,energy_stagnation,127,1.3618353285060891e-06,0.9999869025098123,selected_pass,results/stage6_v1/domain_wall_candidates/cache/99f583fbeaf77e4d65e632495b638d737c984ab0f7b8db2a5bbd7d48f69c5fb1.npz
confirmation,8,0.459,0.093,B3,low_field,False,False,True,False,,0,0,0,0,0,0,budget,95,3.5464595413370326e-05,0.9956328712592774,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/de9860669e19c2fc1f537f92c65a5872057a15e2d36f82cac083c1d7ac146f1b.npz
confirmation,8,0.459,0.138,C0,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.000991059469070299,0.9857315441976882,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/a32c49bf5e7d54c1480c5f2f1ca612c9fce7def5f74869964ac7a36ab12103f4.npz
confirmation,8,0.459,0.138,C1,low_field,False,False,True,False,,0,0,0,0,0,0,budget,128,0.0010310185181447995,0.9904517300746198,recorded_resource_cap_reached,results/stage6_v1/domain_wall_candidates/cache/d49aadcb2d92fc9ee38c685793350846126c9509f6ecf98d417fb33ba969fbb2.npz
confirmation,8,0.459,0.138,H6,low_field,True,True,True,True,,0,0,0,0,0,0,parameter_cap160,127,4.476496858241141e-05,0.9998440739226993,selected_pass,results/stage6_v1/domain_wall_candidates/cache/1a31b9cc5b66f9623ea065eeb5bca78176e29416e621147dd6e21d9f59f5fa2d.npz
confirmation,8,0.459,0.138,B3,low_field,False,False,False,False,,0,0,0,0,0,0,budget,128,0.0011183059520809557,0.9855030580664441,recorded_resource_cap_reached,results/stage6_v1/legacy_b3/adaptive/cache/f792831978ac8d8acd9cc08745cdc94d8eb4bec51d638f93fd82b70899930ea9.npz
