point,kappa,h,layers,n_runs,best_run,best_seed,best_joint_pass,observable_pass_count,state_pass_count,joint_pass_count,optimization_success_count,cnots,unitary_depth,energy_best_energy,median_energy,min_energy,max_energy,energy_best_delta_e,median_delta_e,min_delta_e,max_delta_e,energy_best_epsilon_c,median_epsilon_c,min_epsilon_c,max_epsilon_c,energy_best_epsilon_sf,median_epsilon_sf,min_epsilon_sf,max_epsilon_sf,energy_best_epsilon_mx,median_epsilon_mx,min_epsilon_mx,max_epsilon_mx,energy_best_fidelity,median_fidelity,min_fidelity,max_fidelity,energy_best_seconds,median_seconds,min_seconds,max_seconds
12,0.8,0.6,1,3,p12_L1_s11,11,False,0,0,0,3,32,38,-6.982371277694974,-6.982371277694971,-6.982371277694974,-6.98237127769497,0.07477971985717036,0.0747797198571708,0.07477971985717036,0.07477971985717091,0.5172748123680724,0.5172748116779519,0.5172748109412407,0.5172748123680724,0.16909204855857685,0.16909204736640762,0.16909204688148946,0.16909204855857685,0.23595772634332035,0.2359577195916821,0.23595771618951022,0.23595772634332035,0.7126734909177188,0.7126734927056492,0.7126734909177188,0.7126734937426812,0.0009094590204767883,0.0008534589724149555,0.0007936659967526793,0.0009094590204767883
12,0.8,0.6,2,3,p12_L2_s11,11,False,0,0,0,3,64,75,-7.486249605002385,-7.318288669706995,-7.486249605002385,-7.3182886697067175,0.01179492894374401,0.032790045855667804,0.01179492894374401,0.03279004585570244,0.15129132692477587,0.3732299293296989,0.15129132692477587,0.373229971917594,0.04502516807878065,0.10738668357889658,0.04502516807878065,0.10738669633105724,0.05856643062257272,0.15086052611086342,0.05856643062257272,0.15086057133405206,0.9387440363940243,0.8692112993240142,0.8692112841755927,0.9387440363940243,0.005153582984348759,0.005153582984348759,0.004078792000655085,0.005978959001367912
12,0.8,0.6,4,3,p12_L4_s11,11,False,0,3,0,3,128,149,-7.562423443871982,-7.559751127556609,-7.562423443871982,-7.557279556445142,0.0022731990850444195,0.0026072386244659906,0.0022731990850444195,0.0029161850133994083,0.0387645398516282,0.038983816013647865,0.0387645398516282,0.04907717591414751,0.010464663099922777,0.011296650886421011,0.010464663099922777,0.013313471220340212,0.006401449459420783,0.009713688181931746,0.006401449459420783,0.009767137320868202,0.9941538075949695,0.9932599287075292,0.9908366432349429,0.9941538075949695,0.04155716599780135,0.03604591698967852,0.02499000000534579,0.04155716599780135
12,0.8,0.6,6,3,p12_L6_s11,11,False,0,1,0,2,192,223,-7.5683942907263795,-7.550682335443124,-7.5683942907263795,-7.519736582870014,0.0015268432282447009,0.0037408376386516284,0.0015268432282447009,0.0076090567102904405,0.033817647388128314,0.06805975509747242,0.033817647388128314,0.12099541507564249,0.00854967949333632,0.020561369872397817,0.00854967949333632,0.03463418329533202,0.005069746125941577,0.02172953600933769,0.005069746125941577,0.03894907408638748,0.9962418162461,0.9887836752677244,0.9647741446012436,0.9962418162461,0.116157916985685,0.10625083398190327,0.08823983301408589,0.116157916985685
12,0.8,0.6,8,3,p12_L8_s23,23,True,3,3,3,1,256,297,-7.578429932312515,-7.576497528052943,-7.578429932312515,-7.574348715309223,0.0002723880299777548,0.0005139385624242099,0.0002723880299777548,0.0007825401553892553,0.0024868031190150575,0.003442056618516709,0.0024868031190150575,0.014416537864183843,0.00077345004097433,0.0012346034489741364,0.00077345004097433,0.0035988173350477437,4.258056058703552e-05,0.0014147448706315346,4.258056058703552e-05,0.0016466413403757318,0.9996673194431828,0.9992997861378311,0.9986630755599695,0.9996673194431828,0.12842279201140627,0.1503402499947697,0.12842279201140627,0.15576787499594502
13,0.8,0.8,1,3,p13_L1_s23,23,False,0,0,0,3,32,38,-8.341123771048702,-8.3411237710487,-8.341123771048702,-8.341123771048693,0.04387061185377239,0.04387061185377261,0.04387061185377239,0.0438706118537735,0.23183218277910572,0.23183218277910572,0.2318321809193782,0.23183218604692657,0.08125897554194225,0.08125897554194225,0.08125897381721492,0.08125897780345923,0.09722465524515456,0.09722465525216428,0.09722465524515456,0.09722466018296028,0.8969151658061888,0.8969151658061888,0.8969151625579821,0.8969151676887916,0.000823125010356307,0.000823125010356307,0.0007945840188767761,0.0016590830055065453
13,0.8,0.8,2,3,p13_L2_s11,11,False,0,0,0,3,64,75,-8.575371195400624,-8.575371195400173,-8.575371195400624,-8.487293747774999,0.014589683809782095,0.014589683809838494,0.014589683809782095,0.0255993647629853,0.15535677283036364,0.1553567307261938,0.139724759818058,0.15535677283036364,0.04478645065672343,0.04478645065672343,0.04478642087314205,0.05026878996496914,0.04904447241259058,0.04904447241259058,0.049044363798131374,0.0660774142156294,0.9666254715188001,0.9666254715188001,0.9455570301492985,0.9666254910969747,0.00553841597866267,0.00553841597866267,0.003370583988726139,0.00564741701236926
13,0.8,0.8,4,3,p13_L4_s23,23,False,0,3,0,3,128,149,-8.675935372842348,-8.655466252392305,-8.675935372842348,-8.653927820694491,0.0020191616295666126,0.004577801685822003,0.0020191616295666126,0.004770105648048695,0.006623243757020683,0.02145918779004527,0.006623243757020683,0.05020906612762399,0.002528605367145907,0.007936237605139992,0.002528605367145907,0.014781236330466838,0.008211851739783227,0.008211851739783227,0.00260538819513656,0.01357252518040708,0.9970663842770763,0.9922892608588512,0.9912973999417685,0.9970663842770763,0.05359995798789896,0.05359995798789896,0.014263042015954852,0.08238708399585448
13,0.8,0.8,6,3,p13_L6_s37,37,True,1,2,1,0,192,223,-8.686903603494134,-8.682647617201127,-8.686903603494134,-8.607926459052536,0.0006481327980933926,0.0011801310847192603,0.0006481327980933926,0.010520275853293182,0.01117302949142679,0.01117302949142679,0.007386087512631312,0.14897462949967197,0.0032303334389991445,0.0032303334389991445,0.002604342292501005,0.043776281171996084,0.001181636266280206,0.006381585473851148,0.001181636266280206,0.04686822907693344,0.9991784485794883,0.9984961926334207,0.9689806681642456,0.9991784485794883,0.11625508300494403,0.11631520799710415,0.11625508300494403,0.11704579202341847
13,0.8,0.8,8,3,p13_L8_s23,23,True,3,3,3,0,256,297,-8.690548495327898,-8.689886747432016,-8.690548495327898,-8.684092653457085,0.00019252131887292911,0.00027523980585808516,0.00019252131887292911,0.0009995015527244355,0.0026134053768482324,0.004347598899970051,0.0026134053768482324,0.008149155010566511,0.0008861559500261407,0.001327285210881074,0.0008861559500261407,0.0029273878222756955,0.0010581984102583375,0.0010581984102583375,0.0005232282846334702,0.006215515040406072,0.999803537842051,0.9997157309406284,0.9988645396079916,0.999803537842051,0.15802195799187757,0.15454662500997074,0.1509460420056712,0.15802195799187757
14,0.8,1.2,1,3,p14_L1_s11,11,False,0,0,0,3,32,38,-11.186033888485635,-11.186033888485632,-11.186033888485635,-11.186033888485627,0.021951850705080656,0.0219518507050811,0.021951850705080656,0.021951850705081766,0.08065235868751322,0.08065235751909924,0.08065235738311927,0.08065235868751322,0.02902014084228169,0.029020140524901705,0.029020140357120916,0.02902014084228169,0.031105345032742204,0.031105345032742204,0.031105340469038012,0.0311053454626663,0.9713250904935289,0.9713250905629377,0.9713250904935289,0.9713250912410231,0.0008893340127542615,0.0007527080015279353,0.0007493330049328506,0.0008893340127542615
14,0.8,1.2,2,3,p14_L2_s37,37,False,0,3,0,3,64,75,-11.317117518131559,-11.317117518131543,-11.317117518131559,-11.317117518131516,0.005566396999340251,0.005566396999342249,0.005566396999340251,0.00556639699934558,0.03342551311266652,0.03342551653472087,0.03342551311266652,0.0334255386520477,0.010142334994135943,0.010142338483854735,0.010142334994135943,0.010142345270904213,0.009925803411835687,0.009925803411835687,0.009925787752124937,0.009925817057289121,0.9941505164270067,0.9941505158512098,0.9941505152478087,0.9941505164270067,0.003933625004719943,0.003933625004719943,0.0032979999959934503,0.008167416002834216
14,0.8,1.2,4,3,p14_L4_s23,23,True,3,3,3,3,128,149,-11.359256771758194,-11.359177937229422,-11.359256771758194,-11.358410648503735,0.00029899029601088145,0.0003088446121073396,0.00029899029601088145,0.0004047557028181714,0.0019315083069825767,0.0023274592552803564,0.0019315083069825767,0.0038090403726807748,0.000825691592930014,0.000825691592930014,0.0008082680606089077,0.0010782382949214298,0.0011988209374007575,0.001343469376700046,0.0011988209374007575,0.0016762470647784244,0.9997549824533613,0.9997259500767479,0.9995812367550926,0.9997549824533613,0.04767045800690539,0.04767045800690539,0.04448250000132248,0.06446224998217076
14,0.8,1.2,6,3,p14_L6_s23,23,True,2,3,2,0,192,223,-11.360212698496552,-11.35960655480087,-11.360212698496552,-11.330244981537476,0.0001794994537160921,0.00025526741567638567,0.0001794994537160921,0.003925464073600615,0.0034586709306419355,0.0034586709306419355,0.003090012192179137,0.03868542201562489,0.0009450701372406001,0.00111509921054892,0.0009450701372406001,0.014255173231374818,0.0007662568759185806,0.0007662568759185806,0.0007613979267854232,0.010973257428435357,0.9998402089509241,0.9998075685840128,0.9951165481403141,0.9998402089509241,0.11988183300127275,0.11805408299551345,0.11594129202421755,0.11988183300127275
