kind,inner_optimizer_calls,optimizer_success,selected_checkpoint_reason,n,kappa,h,ref,seed,budget,seconds,stop,nit,nfev,cnots,joint_pass,delta_e,fidelity,archive,raw_record,used_for_current_comparison,exit_message,energy
energy-only ADAPT campaign,49,False,budget_checkpoint_128,8,0.8,0.55,ghz,11,128,3.162162000022363,budget,5909,6278,127,False,0.001788252930467138,0.9945941225878495,results/stage5_v1/adaptive/cache/6f8fe2ff1fd302b2e8551de11b40b7dacab5f1c11351e297f19cd93f424825ac.npz,results/stage5_v1/adaptive/cache/6f8fe2ff1fd302b2e8551de11b40b7dacab5f1c11351e297f19cd93f424825ac.json,,,
energy-only ADAPT campaign,40,True,pool_gradient,8,0.0,0.8625,ghz,11,128,1.5200888749677688,pool_gradient,2549,2778,107,True,2.2317037107200122e-11,0.9999999999737201,results/stage5_v1/adaptive/cache/fb0221601db6d1cc0538e9a30641a1262acf8e9df9073cd6e162edb58cd8fba9.npz,results/stage5_v1/adaptive/cache/fb0221601db6d1cc0538e9a30641a1262acf8e9df9073cd6e162edb58cd8fba9.json,,,
energy-only ADAPT campaign,89,True,budget_checkpoint_192,12,0.633588,0.699861,plus,11,192,56.38051033299416,budget,12007,12683,192,False,0.0015442319792683772,0.9939698571517518,results/stage5_v1/adaptive/cache/795c76f44fe2cd8e31543d77d3958fb68d9cf94ada6f922cbc10f6182ac47848.npz,results/stage5_v1/adaptive/cache/795c76f44fe2cd8e31543d77d3958fb68d9cf94ada6f922cbc10f6182ac47848.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.694815,0.42688,antiphase,11,128,1.6931707090116106,budget,2349,2574,128,False,0.0018809552901728477,0.988833429518307,results/stage5_v1/adaptive/cache/23abb0173ee6d4605407f171ac20bc7f75a0f56de9b880b7bc17e16b7996142e.npz,results/stage5_v1/adaptive/cache/23abb0173ee6d4605407f171ac20bc7f75a0f56de9b880b7bc17e16b7996142e.json,,,
energy-only ADAPT campaign,49,True,budget_checkpoint_128,8,0.82406,0.423085,plus,11,128,1.1060756249935366,budget,1926,2121,128,True,0.00036738654562762374,0.998503895484349,results/stage5_v1/adaptive/cache/4c9a57338073cc0927fa3205891e0cef8983433a3913445505b9bca5f76336a6.npz,results/stage5_v1/adaptive/cache/4c9a57338073cc0927fa3205891e0cef8983433a3913445505b9bca5f76336a6.json,,,
energy-only ADAPT campaign,50,True,budget_checkpoint_96,8,0.979034,0.415738,plus,11,128,1.1079110000282526,budget,1661,1848,96,True,6.426468453035739e-05,0.9998380519517855,results/stage5_v1/adaptive/cache/712cf5cc00b55a8979de7b2658b671a5e7e007b46cb0e9213b43bd33a2579722.npz,results/stage5_v1/adaptive/cache/712cf5cc00b55a8979de7b2658b671a5e7e007b46cb0e9213b43bd33a2579722.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.748956,1.841767,antiphase,11,128,5.106119457981549,budget,7496,7942,96,True,0.00013473420719711804,0.9999238692052538,results/stage5_v1/adaptive/cache/b1891fa3f4cd542c22de9d20938b63dab515cb811e32cae84225b2d48e8b10c6.npz,results/stage5_v1/adaptive/cache/b1891fa3f4cd542c22de9d20938b63dab515cb811e32cae84225b2d48e8b10c6.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.712978,1.779277,plus,11,128,5.772725417045876,budget,7543,8004,96,True,7.513059963337732e-05,0.9999546610916636,results/stage5_v1/adaptive/cache/743ba2add91128577e16284ac17eedbf6c0de91246e0eaf7c1c1da047837c36b.npz,results/stage5_v1/adaptive/cache/743ba2add91128577e16284ac17eedbf6c0de91246e0eaf7c1c1da047837c36b.json,,,
energy-only ADAPT campaign,81,True,budget_checkpoint_128,12,0.3,0.9,ghz,11,192,48.439814708021004,budget,12039,12598,127,True,8.143142885449113e-05,0.9996295973668323,results/stage5_v1/adaptive/cache/17d62a3cc6d6f2a921bdce752aea982318025069c3294aafd14b99f3e332172a.npz,results/stage5_v1/adaptive/cache/17d62a3cc6d6f2a921bdce752aea982318025069c3294aafd14b99f3e332172a.json,,,
energy-only ADAPT campaign,45,True,budget_checkpoint_128,8,0.8,0.5625,ghz,11,128,2.0576432090019807,budget,3400,3686,127,False,0.002407846407445735,0.9912072788614089,results/stage5_v1/adaptive/cache/e483e6c3c7c4a313e52d742ab2fe8734c93db9d27d151a71eb14875b65bf0657.npz,results/stage5_v1/adaptive/cache/e483e6c3c7c4a313e52d742ab2fe8734c93db9d27d151a71eb14875b65bf0657.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_128,8,0.8,0.4375,antiphase,11,128,1.2238127919845283,budget,1637,1834,128,True,0.0007640597651693559,0.996335929599713,results/stage5_v1/adaptive/cache/309cd873b58c9583d1b1179232e8cb8c17d4c379f98fe69704ca0fe7767223c6.npz,results/stage5_v1/adaptive/cache/309cd873b58c9583d1b1179232e8cb8c17d4c379f98fe69704ca0fe7767223c6.json,,,
energy-only ADAPT campaign,57,True,budget_checkpoint_64,12,0.3,0.1,ghz,11,192,8.082679041021038,pool_gradient,2610,2868,63,True,7.559622728248172e-06,0.9999425932106372,results/stage5_v1/adaptive/cache/3ba80ce1f5d954c42d893f5b72528376bb01a5b612adcaec862ce9b0cab9d793.npz,results/stage5_v1/adaptive/cache/3ba80ce1f5d954c42d893f5b72528376bb01a5b612adcaec862ce9b0cab9d793.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_128,8,0.570566,0.254549,ghz,11,128,2.3879784169839695,budget,6260,6695,127,False,0.0016111055035192834,0.9810683025958081,results/stage5_v1/adaptive/cache/925bb419c2147ec3930cb305461e9c256e69ebd61353606c167291a74f0203de.npz,results/stage5_v1/adaptive/cache/925bb419c2147ec3930cb305461e9c256e69ebd61353606c167291a74f0203de.json,,,
energy-only ADAPT campaign,47,True,budget_checkpoint_128,8,0.8,0.5375,antiphase,11,128,1.3915200000046752,budget,1806,1993,128,False,0.0014219258087272424,0.9952127126905985,results/stage5_v1/adaptive/cache/129415a5260607dea1e5615261ced0d63f310e82d5c65dc9f9866d2e7b63eeb1.npz,results/stage5_v1/adaptive/cache/129415a5260607dea1e5615261ced0d63f310e82d5c65dc9f9866d2e7b63eeb1.json,,,
energy-only ADAPT campaign,55,True,budget_checkpoint_64,8,0.253979,1.898939,plus,11,128,6.585656540992204,energy_stagnation,10894,11592,64,True,1.0741445403805727e-05,0.9999929367890055,results/stage5_v1/adaptive/cache/0966dbc16894cb55ffff73d63b5b3a070a653219db05dfcccb0f77b59cb0f382.npz,results/stage5_v1/adaptive/cache/0966dbc16894cb55ffff73d63b5b3a070a653219db05dfcccb0f77b59cb0f382.json,,,
energy-only ADAPT campaign,28,True,budget_checkpoint_64,8,0.137812,0.091546,antiphase,11,128,0.14666533301351592,pool_gradient,277,364,64,True,4.456956670395584e-08,0.9999999008236662,results/stage5_v1/adaptive/cache/b0fa3d22a5a9ae01b67c91f8b0238f5deece11accba414b257406bb52d892793.npz,results/stage5_v1/adaptive/cache/b0fa3d22a5a9ae01b67c91f8b0238f5deece11accba414b257406bb52d892793.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,8,0.541399,0.442718,antiphase,11,128,2.4373252500081435,budget,4799,5150,128,True,0.0006058664509678291,0.9985042703066963,results/stage5_v1/adaptive/cache/ca4ed15121b83a05b7065c2c6f4478d66e3df6bce360b6a4388761f497151aef.npz,results/stage5_v1/adaptive/cache/ca4ed15121b83a05b7065c2c6f4478d66e3df6bce360b6a4388761f497151aef.json,,,
energy-only ADAPT campaign,49,True,budget_checkpoint_96,8,0.3,0.5875,ghz,11,128,2.4488984160125256,budget,3649,3920,95,True,0.0001032018300564097,0.9997546620746314,results/stage5_v1/adaptive/cache/92d53beca786a0e79527a899d57f16f5e2a9b1be9f108d71ca38ec8c7437837f.npz,results/stage5_v1/adaptive/cache/92d53beca786a0e79527a899d57f16f5e2a9b1be9f108d71ca38ec8c7437837f.json,,,
energy-only ADAPT campaign,81,False,budget_checkpoint_192,12,0.8,1.2,ghz,11,192,35.96674175001681,budget,9045,9655,191,False,0.0012610753362093756,0.997803573222341,results/stage5_v1/adaptive/cache/b0e6534ebdcf0f3676eb6e267f65b611296a9bafb5467973394981bbaeb60ffd.npz,results/stage5_v1/adaptive/cache/b0e6534ebdcf0f3676eb6e267f65b611296a9bafb5467973394981bbaeb60ffd.json,,,
energy-only ADAPT campaign,57,False,budget_checkpoint_128,8,0.56013,0.216366,ghz,11,128,5.31228925002506,budget,7380,7897,127,False,0.0022051339830159167,0.9753203913824046,results/stage5_v1/adaptive/cache/880d7ac64fa86bfe94bc10f4ac03f5f073856ed5be0dbd3738f152905c0418a1.npz,results/stage5_v1/adaptive/cache/880d7ac64fa86bfe94bc10f4ac03f5f073856ed5be0dbd3738f152905c0418a1.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_128,8,0.8,0.525,ghz,11,128,2.294440041994676,budget,4608,4967,127,False,0.0020319768336817257,0.9900186713485749,results/stage5_v1/adaptive/cache/f6fe45f19569c0bb2524c15c3a3d8a04fda24840be042d9fffa2570dbbdb13ee.npz,results/stage5_v1/adaptive/cache/f6fe45f19569c0bb2524c15c3a3d8a04fda24840be042d9fffa2570dbbdb13ee.json,,,
energy-only ADAPT campaign,43,True,budget_checkpoint_32,8,0.797489,0.176582,plus,11,128,1.6281242909608409,budget,2831,3111,32,False,0.00020701992952265602,0.5000250204955753,results/stage5_v1/adaptive/cache/6225c8b042798d9c03070f4cd6ba4ba1deaaae42e587a7bfb05763a5947d682e.npz,results/stage5_v1/adaptive/cache/6225c8b042798d9c03070f4cd6ba4ba1deaaae42e587a7bfb05763a5947d682e.json,,,
energy-only ADAPT campaign,78,True,budget_checkpoint_192,12,0.939693,0.24111,ghz,11,192,40.92934566701297,budget,11240,12180,191,False,0.19986141059327803,0.0002407572425363508,results/stage5_v1/adaptive/cache/15e124ffea31044a87b2508a3ce64f12ef40fabf67a21581f383ab5fda0031bb.npz,results/stage5_v1/adaptive/cache/15e124ffea31044a87b2508a3ce64f12ef40fabf67a21581f383ab5fda0031bb.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_96,8,0.0,1.025,ghz,11,128,3.20219649997307,budget,5580,5917,95,True,0.00015526732811288468,0.999867882031865,results/stage5_v1/adaptive/cache/3cdf19f22c225216ad3a684f17a43cd95e33695292c42312e6761274bb223204.npz,results/stage5_v1/adaptive/cache/3cdf19f22c225216ad3a684f17a43cd95e33695292c42312e6761274bb223204.json,,,
energy-only ADAPT campaign,46,True,budget_checkpoint_64,12,0.939693,0.24111,plus,11,128,3.3625948340049945,budget,660,783,64,False,0.00010927793157788912,0.4998165232500409,results/stage5_v1/adaptive/cache/e1241d9551a01e4edbcb555ba80904bf256a2d22fd7ed30de5f0ea9e280448d6.npz,results/stage5_v1/adaptive/cache/e1241d9551a01e4edbcb555ba80904bf256a2d22fd7ed30de5f0ea9e280448d6.json,,,
energy-only ADAPT campaign,89,False,budget_checkpoint_192,12,0.8,1.0,plus,11,192,65.36987166595645,budget,14183,14912,192,False,0.0015279816762672205,0.9968876398920028,results/stage5_v1/adaptive/cache/cf39bb4bee57644e6a758600be761cce8b5bbfb45dea52f2abcabf5e574d4cf4.npz,results/stage5_v1/adaptive/cache/cf39bb4bee57644e6a758600be761cce8b5bbfb45dea52f2abcabf5e574d4cf4.json,,,
energy-only ADAPT campaign,56,True,budget_checkpoint_128,8,0.638666,0.487596,ghz,11,128,2.5096665000310168,budget,4660,5026,127,False,0.002051309397617329,0.9949892794937001,results/stage5_v1/adaptive/cache/f31514a96acda319eea62cddc7ee942e79ea85693c37ee9e46b90a3fe9c24943.npz,results/stage5_v1/adaptive/cache/f31514a96acda319eea62cddc7ee942e79ea85693c37ee9e46b90a3fe9c24943.json,,,
energy-only ADAPT campaign,81,True,budget_checkpoint_128,12,0.3,0.7,plus,11,192,55.983195167034864,budget,11002,11554,128,False,0.00013096804162474976,0.9990957480956679,results/stage5_v1/adaptive/cache/c2868a0d538e8a88d85b8b4d6c4bbe0a93c0cba2835795e14a76d2b2c0763d8e.npz,results/stage5_v1/adaptive/cache/c2868a0d538e8a88d85b8b4d6c4bbe0a93c0cba2835795e14a76d2b2c0763d8e.json,,,
energy-only ADAPT campaign,59,True,budget_checkpoint_128,8,0.443579,0.626355,antiphase,11,128,5.010926374990959,budget,7146,7571,128,True,0.00012449024108951434,0.9998421795811766,results/stage5_v1/adaptive/cache/8f8e23ea1da4dd9ca39c118f27a0ad45c75101a85b1b8360e5a46e3245ca8722.npz,results/stage5_v1/adaptive/cache/8f8e23ea1da4dd9ca39c118f27a0ad45c75101a85b1b8360e5a46e3245ca8722.json,,,
energy-only ADAPT campaign,60,False,budget_checkpoint_128,8,0.437892,0.842059,plus,11,128,7.721142666996457,budget,11295,11853,128,True,2.104549891823737e-05,0.9999772796159636,results/stage5_v1/adaptive/cache/909ba173937ef4a07a5ee667199675fbe9368d0b991d6d9e2ab0810fc7431f56.npz,results/stage5_v1/adaptive/cache/909ba173937ef4a07a5ee667199675fbe9368d0b991d6d9e2ab0810fc7431f56.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_128,8,0.3,0.4625,ghz,11,128,1.9418149159755558,budget,2870,3119,127,True,1.5958588378550687e-05,0.9999575653867498,results/stage5_v1/adaptive/cache/73fe3bef4cd36c275ca322a7d90ac4dfbc7d376285ff95638a8a1ad4d2806dde.npz,results/stage5_v1/adaptive/cache/73fe3bef4cd36c275ca322a7d90ac4dfbc7d376285ff95638a8a1ad4d2806dde.json,,,
energy-only ADAPT campaign,66,True,budget_checkpoint_160,12,0.3,0.3,ghz,11,192,27.570186708006077,budget,7549,7976,159,True,0.00012274115179300438,0.9983125849092728,results/stage5_v1/adaptive/cache/6530b88abc33f33c51b0e24132408494cb7da442e62ebd992d82f283283db578.npz,results/stage5_v1/adaptive/cache/6530b88abc33f33c51b0e24132408494cb7da442e62ebd992d82f283283db578.json,,,
energy-only ADAPT campaign,48,True,budget_checkpoint_96,8,0.397415,0.205727,ghz,11,128,2.726540457981173,budget,5994,6351,95,True,2.5204689903857158e-05,0.9998213489590112,results/stage5_v1/adaptive/cache/d2768465006e887386a4d236df12627fc0cc2a7b211836dd56807ebe536a20c0.npz,results/stage5_v1/adaptive/cache/d2768465006e887386a4d236df12627fc0cc2a7b211836dd56807ebe536a20c0.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.316904,0.29914,antiphase,11,128,2.6227214579703286,budget,5937,6316,96,True,3.0258766966939632e-05,0.9998999446449092,results/stage5_v1/adaptive/cache/7f9845f24faac8daf8fe2570b7760acdeb764a393f7a840b80c26d5683c04b04.npz,results/stage5_v1/adaptive/cache/7f9845f24faac8daf8fe2570b7760acdeb764a393f7a840b80c26d5683c04b04.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_64,8,0.253979,1.898939,ghz,11,128,3.6451877090148628,budget,6846,7288,63,True,3.0236772278868784e-05,0.999975074769046,results/stage5_v1/adaptive/cache/d8412fa390a64693f474cf22aac978602876c17be9ce5cfd0eaa51b481f6b798.npz,results/stage5_v1/adaptive/cache/d8412fa390a64693f474cf22aac978602876c17be9ce5cfd0eaa51b481f6b798.json,,,
energy-only ADAPT campaign,54,True,budget_checkpoint_96,8,0.0,0.975,plus,11,128,4.092028333980124,energy_stagnation,6348,6725,96,True,1.942311047109513e-05,0.9999821300806052,results/stage5_v1/adaptive/cache/8583a3a42e1831e9db12e809bb3c4548931df51ffa8bcd31cdbeb36f37c4b7b5.npz,results/stage5_v1/adaptive/cache/8583a3a42e1831e9db12e809bb3c4548931df51ffa8bcd31cdbeb36f37c4b7b5.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.525839,1.50867,ghz,11,128,3.8883976659853943,budget,6546,6949,95,True,7.315658659168278e-05,0.9999488354985278,results/stage5_v1/adaptive/cache/5335973752ea1f0fabb97af25e8416b63ebc073b235da21dd7228f0a0bba5e73.npz,results/stage5_v1/adaptive/cache/5335973752ea1f0fabb97af25e8416b63ebc073b235da21dd7228f0a0bba5e73.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_128,8,0.0,0.95,antiphase,11,128,2.6381191249820404,budget,3985,4285,128,True,9.686237181893986e-06,0.9999908439335506,results/stage5_v1/adaptive/cache/48223c2d42296aba051567f9cef58ba66d9f18cfacc0f4fe97a11accd36c6609.npz,results/stage5_v1/adaptive/cache/48223c2d42296aba051567f9cef58ba66d9f18cfacc0f4fe97a11accd36c6609.json,,,
energy-only ADAPT campaign,47,False,budget_checkpoint_96,8,0.700849,0.202108,ghz,11,128,3.568031749979127,budget,6389,6798,95,False,0.00043440279643158775,0.5017668116117272,results/stage5_v1/adaptive/cache/46146d00e4a4653ffd7170cb4753b0e2489aba36305cacc0f35fc1607f85f338.npz,results/stage5_v1/adaptive/cache/46146d00e4a4653ffd7170cb4753b0e2489aba36305cacc0f35fc1607f85f338.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_96,8,0.044299,1.729493,plus,11,128,3.4493556250235997,budget,7574,8039,96,True,7.810006868558261e-06,0.9999951289556296,results/stage5_v1/adaptive/cache/c84ee1a50e8c1899518943818feb075335953c794c4ae78049ffe5ff59e3d5c8.npz,results/stage5_v1/adaptive/cache/c84ee1a50e8c1899518943818feb075335953c794c4ae78049ffe5ff59e3d5c8.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_128,8,0.968537,1.423773,antiphase,11,128,2.4979204579722136,budget,3795,4056,128,True,0.000369368604621112,0.9996862810535174,results/stage5_v1/adaptive/cache/1c0874b89d26a6d6fbd5d3b750175fd8ff99da95310f7f88999f9606037583f6.npz,results/stage5_v1/adaptive/cache/1c0874b89d26a6d6fbd5d3b750175fd8ff99da95310f7f88999f9606037583f6.json,,,
energy-only ADAPT campaign,49,True,budget_checkpoint_128,8,0.8,0.675,ghz,11,128,1.1884041669545695,budget,2011,2240,127,False,0.002131581856830378,0.9961258573751594,results/stage5_v1/adaptive/cache/2a3e93f9f283c9d793d583d68a2c14c755b0b60be7d1be978493ff2fb2b7b398.npz,results/stage5_v1/adaptive/cache/2a3e93f9f283c9d793d583d68a2c14c755b0b60be7d1be978493ff2fb2b7b398.json,,,
energy-only ADAPT campaign,42,True,budget_checkpoint_128,12,0.283123,0.306399,ghz,11,128,4.012239667004906,budget,910,1045,127,True,0.00029524615063166354,0.996509951185412,results/stage5_v1/adaptive/cache/e50deadf3b42e4d68e06c04fc97f4c105832709088e664da1079092bf972e4ce.npz,results/stage5_v1/adaptive/cache/e50deadf3b42e4d68e06c04fc97f4c105832709088e664da1079092bf972e4ce.json,,,
energy-only ADAPT campaign,54,True,budget_checkpoint_96,8,0.3,0.4375,plus,11,128,4.2071517080185,budget,5148,5488,96,True,5.28743578767088e-05,0.9998471584470637,results/stage5_v1/adaptive/cache/a04223f8587b03f54053f39656e4b1835866e562dc533dba4b74454f4613c360.npz,results/stage5_v1/adaptive/cache/a04223f8587b03f54053f39656e4b1835866e562dc533dba4b74454f4613c360.json,,,
energy-only ADAPT campaign,56,False,budget_checkpoint_128,8,0.512563,0.847542,antiphase,11,128,4.75495500001125,budget,7549,8003,128,True,9.671733527127913e-05,0.999893497651762,results/stage5_v1/adaptive/cache/2bd5b7f1a5eae0907f59e7c6308557e0d53af504a903324931f3a269c7e343bb.npz,results/stage5_v1/adaptive/cache/2bd5b7f1a5eae0907f59e7c6308557e0d53af504a903324931f3a269c7e343bb.json,,,
energy-only ADAPT campaign,54,False,budget_checkpoint_128,8,0.628157,0.641121,ghz,11,128,3.3924970839871094,budget,5514,5881,127,False,0.0010551289465570157,0.9980262003504136,results/stage5_v1/adaptive/cache/425c75e32621fd322fb44b52823e56e41e638e7f9ad4507704375ef7cded2760.npz,results/stage5_v1/adaptive/cache/425c75e32621fd322fb44b52823e56e41e638e7f9ad4507704375ef7cded2760.json,,,
energy-only ADAPT campaign,80,False,budget_checkpoint_192,12,0.488185,1.297485,ghz,11,192,38.48398304102011,budget,9957,10551,191,True,0.0001653590042917467,0.9996604595519698,results/stage5_v1/adaptive/cache/873522fa534cde8261ed645d7da0c01cc871af9ddb256e4411c8fa846dad70fd.npz,results/stage5_v1/adaptive/cache/873522fa534cde8261ed645d7da0c01cc871af9ddb256e4411c8fa846dad70fd.json,,,
energy-only ADAPT campaign,54,True,budget_checkpoint_96,8,0.0,1.1625,plus,11,128,5.230175792006776,budget,6226,6599,96,True,5.794915812673551e-05,0.9999494077887517,results/stage5_v1/adaptive/cache/cb6ecca6846099baf67baf5bca6371c4226d399dc4d7243568b814a65c29246e.npz,results/stage5_v1/adaptive/cache/cb6ecca6846099baf67baf5bca6371c4226d399dc4d7243568b814a65c29246e.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_96,8,0.316904,0.29914,plus,11,128,1.9278607919695787,budget,4650,4979,96,True,4.706262879250467e-05,0.9998745986676562,results/stage5_v1/adaptive/cache/e5beeb3dbc4784a0fcac724182c8b7e81860ce3dd2993266657a9581d876c159.npz,results/stage5_v1/adaptive/cache/e5beeb3dbc4784a0fcac724182c8b7e81860ce3dd2993266657a9581d876c159.json,,,
energy-only ADAPT campaign,53,True,budget_checkpoint_128,8,0.578708,0.324332,ghz,11,128,3.1145932499784976,budget,4131,4437,127,False,0.002268381318849988,0.9855622697787801,results/stage5_v1/adaptive/cache/8b78e7ef92c91bd94c5e6dcc8ebbac06b23e8076487f250935a756e7c2d7b940.npz,results/stage5_v1/adaptive/cache/8b78e7ef92c91bd94c5e6dcc8ebbac06b23e8076487f250935a756e7c2d7b940.json,,,
energy-only ADAPT campaign,57,True,budget_checkpoint_96,8,0.358713,1.23372,antiphase,11,128,4.497875540982932,budget,9533,10061,96,True,1.5586105083897905e-05,0.999988114166916,results/stage5_v1/adaptive/cache/4cb5ecb4b1b069e4906adcecc13b207b7d88def42d477beaac55d45a4b84160e.npz,results/stage5_v1/adaptive/cache/4cb5ecb4b1b069e4906adcecc13b207b7d88def42d477beaac55d45a4b84160e.json,,,
energy-only ADAPT campaign,73,True,budget_checkpoint_64,12,0.8,0.2,antiphase,11,192,19.537858958006836,budget,4192,4598,64,True,9.007253730282845e-05,0.9995802903157947,results/stage5_v1/adaptive/cache/a61af39c5f0067513a3ec01552b19461a056126d6d2d13dc59ee28014ee3d12d.npz,results/stage5_v1/adaptive/cache/a61af39c5f0067513a3ec01552b19461a056126d6d2d13dc59ee28014ee3d12d.json,,,
energy-only ADAPT campaign,52,True,budget_checkpoint_96,8,0.3,0.575,antiphase,11,128,4.075180333980825,budget,6265,6672,96,True,6.125835696857429e-05,0.9997520456928376,results/stage5_v1/adaptive/cache/f26bbfb878b2f93db369e1930187db8d8523586f9f2481f154189933d7af12a9.npz,results/stage5_v1/adaptive/cache/f26bbfb878b2f93db369e1930187db8d8523586f9f2481f154189933d7af12a9.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_96,8,0.0,0.9375,plus,11,128,3.5658161669853143,energy_stagnation,4914,5278,96,True,8.753490225554827e-06,0.9999912861704379,results/stage5_v1/adaptive/cache/1dccd9a775374b12f1b8cf7f07ea902dc843e88258a65892030bc645b16a7211.npz,results/stage5_v1/adaptive/cache/1dccd9a775374b12f1b8cf7f07ea902dc843e88258a65892030bc645b16a7211.json,,,
energy-only ADAPT campaign,51,True,budget_checkpoint_96,8,0.90287,1.808946,ghz,11,128,1.92831574997399,budget,5108,5471,95,True,0.00020795735985279507,0.9998770643144119,results/stage5_v1/adaptive/cache/cdb188131f876870c262356a91041af06b4b15bc0d6eb1557c13f4d14388a389.npz,results/stage5_v1/adaptive/cache/cdb188131f876870c262356a91041af06b4b15bc0d6eb1557c13f4d14388a389.json,,,
energy-only ADAPT campaign,84,False,budget_checkpoint_192,12,0.0,1.7,antiphase,11,192,59.48478724999586,budget,8968,9553,192,True,3.641712095851327e-05,0.9999527497074964,results/stage5_v1/adaptive/cache/3eba21ec95c0a63f5d26678fbeb2717594c3b05d66efe008bd67232dff09730c.npz,results/stage5_v1/adaptive/cache/3eba21ec95c0a63f5d26678fbeb2717594c3b05d66efe008bd67232dff09730c.json,,,
energy-only ADAPT campaign,58,True,budget_checkpoint_128,12,0.440657,0.858741,ghz,11,128,10.879237917019054,budget,2524,2768,127,False,0.0008104835348860343,0.9969432896247349,results/stage5_v1/adaptive/cache/665a67c29d8df3572f6d264f6ea3bf17ccd68f3a4b5030a5e0f87e2e9f9a300b.npz,results/stage5_v1/adaptive/cache/665a67c29d8df3572f6d264f6ea3bf17ccd68f3a4b5030a5e0f87e2e9f9a300b.json,,,
energy-only ADAPT campaign,52,False,budget_checkpoint_128,8,0.90287,1.808946,plus,11,128,2.395153207995463,budget,5606,5941,128,True,0.00012258881020743573,0.9999270361812516,results/stage5_v1/adaptive/cache/becc03547e06a320fd9800e1e15efdf08521894eab0daa339508dd4e82166804.npz,results/stage5_v1/adaptive/cache/becc03547e06a320fd9800e1e15efdf08521894eab0daa339508dd4e82166804.json,,,
energy-only ADAPT campaign,42,False,budget_checkpoint_96,8,0.849337,0.113717,ghz,11,128,3.1195075000287034,pool_gradient,5529,5949,95,False,2.1674861458764738e-05,0.5000811957683621,results/stage5_v1/adaptive/cache/22d0cc14983211bcdfbb681c97e50b4a261e426ad3914ee33fcadc0b0628c04d.npz,results/stage5_v1/adaptive/cache/22d0cc14983211bcdfbb681c97e50b4a261e426ad3914ee33fcadc0b0628c04d.json,,,
energy-only ADAPT campaign,61,False,budget_checkpoint_128,12,0.747181,1.348673,plus,11,128,28.036571082950104,budget,5682,6007,128,False,0.0014150973161362046,0.9968069713557854,results/stage5_v1/adaptive/cache/97c5ca8b2dfea894f97a4b104619dc9bd721418855da896eade4db5c797cca87.npz,results/stage5_v1/adaptive/cache/97c5ca8b2dfea894f97a4b104619dc9bd721418855da896eade4db5c797cca87.json,,,
energy-only ADAPT campaign,79,True,budget_checkpoint_192,12,0.0,1.2,antiphase,11,192,24.703088417008985,budget,4097,4431,192,False,0.21483069061029095,0.2603341251862538,results/stage5_v1/adaptive/cache/9eb3e0c6227b56f9e208a8741a36b6f827efe8a2a47deab9a965daab54d2cf6c.npz,results/stage5_v1/adaptive/cache/9eb3e0c6227b56f9e208a8741a36b6f827efe8a2a47deab9a965daab54d2cf6c.json,,,
energy-only ADAPT campaign,64,True,budget_checkpoint_128,12,0.530192,0.304778,plus,11,128,23.312949375016615,budget,4441,4803,128,False,0.010788306187516547,0.8680132916321077,results/stage5_v1/adaptive/cache/5c0b4f025984ea7ef90c9278f05f82fd74fd463ea7d5c9243d84e41b7f0f5edb.npz,results/stage5_v1/adaptive/cache/5c0b4f025984ea7ef90c9278f05f82fd74fd463ea7d5c9243d84e41b7f0f5edb.json,,,
energy-only ADAPT campaign,63,False,budget_checkpoint_128,8,0.41097,0.323522,plus,11,128,4.324449750012718,budget,9508,10003,128,False,0.000218972997636957,0.999089970126414,results/stage5_v1/adaptive/cache/fd03c2f6ea7ece64a5744b62265c19502ea4a84588131050a14c9573c1aeab6f.npz,results/stage5_v1/adaptive/cache/fd03c2f6ea7ece64a5744b62265c19502ea4a84588131050a14c9573c1aeab6f.json,,,
energy-only ADAPT campaign,74,True,budget_checkpoint_160,12,0.0,0.6,plus,11,192,33.54464629100403,energy_stagnation,6464,6836,160,True,5.569287401326524e-06,0.9999793884894395,results/stage5_v1/adaptive/cache/71cb552aac940cd1c04479914f2b67864af5d48a34e9925cb2ef96fba77d8239.npz,results/stage5_v1/adaptive/cache/71cb552aac940cd1c04479914f2b67864af5d48a34e9925cb2ef96fba77d8239.json,,,
