kappa,h,reference_resolvable,registered_grid_sha,parameter_source,completed,missing
0.8,0.5375,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/066c630279904ccaba153442e029895ba32e1389111ad5adb8c35cd7a26ac693.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.55,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/f0b5cde7df1c6a9b432731c82f85f7287aaff5bb5f6886962ed735d6def1a682.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.5625,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/5d8d727e02537b375d9bbdaf9490e20c72b6920989552954e50e3cde880e0bd1.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.575,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/7a246b03cf9591ef1e69efc66a367fcbd0a96b4ab158d65df0f834995104cfe3.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.5875,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/6a0cac50df6591ea1d50ca419658fb483abe753976aa07a2da70a26594a0f6ee.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.6,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/4f88da5da5f965990e6d8c9e0fa35583de1dd6507ca312e66023af1519f7a173.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.6125,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/f57842317c385866c1651df7e723efb551e6ee3b49efa46654a637a308a626d2.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.625,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/afc3af4977a7304d6fd78aca393a0d4bcc1e45102e0a501fb3a6840031411a8d.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.6375,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/36cd11fff7e6eb0906488b8b6463733efe2538d09437fad208981428e127eb53.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.65,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/578f6e09a9da7829d91bd0eaac44be6353b0091a52d5eeb52688a2f596b00c35.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.6625,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/18737f508182d4ffd8bcde2e0cfdcc7e5012f66c40fd4c47bc73d33c4ac63012.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
0.8,0.675,True,4c550335f97d014f3987990fed8a8c8b8ef9da552da8bbc001688c956fc0dde1,results/stage6_v1/legacy_b3/adaptive/cache/af085e753f682a57f2f25b9cc6412cd6070f4f4f6cf01ea7e1ace4cdd85827d2.npz,"[[0, ""raw"", [10000, 100000]], [0, ""zne_quadratic"", [10000, 100000]], [0, ""sv"", [10000, 100000]], [0.01, ""raw"", [10000, 100000]], [0.01, ""zne_quadratic"", [10000, 100000]], [0.01, ""sv"", [10000, 100000]], [0.05, ""raw"", [10000, 100000]], [0.05, ""zne_quadratic"", [10000, 100000]], [0.05, ""sv"", [10000, 100000]]]",[]
