kappa,h,p,estimator,comparison,budget,equal_CNOT_shots_completed,zero_CNOT_control,actual_G,actual_shots,archive,sha256,scientific_fingerprint,disposition
0.8,0.1,0.05,raw,equal_gate,300000,True,False,9599936,299998,results/stage6_followup_v1/measurements/0129f5ec19f734974c1083067b76fa04029f550475e877e59ff531b09fb788c1.npz,e82edf407285186cd8d941ef1300f5f5a046a398ac54108ef00630e72560b88c,0129f5ec19f734974c1083067b76fa04029f550475e877e59ff531b09fb788c1,newly_executed
0.8,0.1,0.05,zne_quadratic,equal_gate,300000,True,False,9599936,100000,results/stage6_followup_v1/measurements/763f58b998c6c3a6bd6eee569dfeba6415ea2ac87ebbd598622b3f8b2ce63bdf.npz,0001fdc74edc2e702cfddde95054ed3c259422395d22ebe27f91c28d865190e1,763f58b998c6c3a6bd6eee569dfeba6415ea2ac87ebbd598622b3f8b2ce63bdf,newly_executed
0.8,0.1,0.05,sv,equal_gate,300000,True,False,9599936,299998,results/stage6_followup_v1/measurements/d04294a76efa017110737970ec701f93834a3effdaa70c0a6205b56d04782ff5.npz,8a9ff1312cbb41d1a7104dd83073bb1a9ddd9a111a5d3c91f91f64a8300088ed,d04294a76efa017110737970ec701f93834a3effdaa70c0a6205b56d04782ff5,newly_executed
0.8,0.475,0,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/2815695949094c5b76cf36175b874c605bb368eb29f3768cd5cac913630053d1.npz,6324d6e77b1caa5c1c7c273681e002762faf9bda85e44f1a80a2b202311aec67,2815695949094c5b76cf36175b874c605bb368eb29f3768cd5cac913630053d1,historical_reused
0.8,0.475,0,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/fc4f7aae0f45d0bc522549d5cd4844fc90e23df3cd47a0b1e8e4f29ad197ac52.npz,e1d32c4af356c52c2761e6219ec69311226ba8e82ac07a015f768ec848389f2d,fc4f7aae0f45d0bc522549d5cd4844fc90e23df3cd47a0b1e8e4f29ad197ac52,historical_reused
0.8,0.475,0,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/b941060d70b172966b472e3dcc0f6b9c06a8a9ebb7570c70022435e061ef77d7.npz,ee0b8c6a3652f8569718a0ef8eec881e766e7f63afd8773f0d48dc723e512cfd,b941060d70b172966b472e3dcc0f6b9c06a8a9ebb7570c70022435e061ef77d7,historical_reused
0.8,0.475,0.01,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/8fda25d077b548c3a8128383be911f0556a3c68314772b44adae9c9f9b909aeb.npz,e369a1be6e9d9eaf3770f436ba53764735253f77f3a6a107aa6406cb9ba22d21,8fda25d077b548c3a8128383be911f0556a3c68314772b44adae9c9f9b909aeb,historical_reused
0.8,0.475,0.01,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/00f2b767a704e6a6f835a0c6d4d6b676c8c3fa4aca627df4d8b94a1bdcd38712.npz,55927e80807066f4dad27167d6ae5943a31f12285d3f73ff2402e4c8d1f647e3,00f2b767a704e6a6f835a0c6d4d6b676c8c3fa4aca627df4d8b94a1bdcd38712,historical_reused
0.8,0.475,0.01,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/b8596233b211b7bd3fa64586dda31925adf2b9ac0e926da8b1f0c945dc64fe28.npz,d8bd8612e4bb6d2e7dd36a10c048e9ed673929def9592bea6592ebcd11837ef2,b8596233b211b7bd3fa64586dda31925adf2b9ac0e926da8b1f0c945dc64fe28,historical_reused
0.8,0.475,0.05,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/77488347637b2c5d81995a4e5f98cd0060826bb3489569cefb952a0618bd4f14.npz,8fd23839149f68a790f8e6883a28684f2afda6f2ad442197638aa5e3563af2cc,77488347637b2c5d81995a4e5f98cd0060826bb3489569cefb952a0618bd4f14,historical_reused
0.8,0.475,0.05,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/959f41406bc345cfdf0e874ce3f38ee96e751db2fdb801ad7624fb2314ca865e.npz,1f62468b39bdad8ac22f69574d18b8416894c35d94974b54c7ec3b9687f3e4d1,959f41406bc345cfdf0e874ce3f38ee96e751db2fdb801ad7624fb2314ca865e,historical_reused
0.8,0.475,0.05,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/4f7e7d10274903b5801ff777e8fe18964b38f2e8db359d1521f29b1aed9b84b7.npz,a9e2a74df847f49371159c1b1391bb5bf29999be1d0cbb8a93676f68f67d0f77,4f7e7d10274903b5801ff777e8fe18964b38f2e8db359d1521f29b1aed9b84b7,historical_reused
0.8,0.475,0,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/7f763949d5968f873cd0fd3fe2fd6c9a22e57df5a01c79e9b2d58408db501a31.npz,5b9176f8123c7419619e6d693c32b9d90bce7f7de983c6292a73965720b7b26d,7f763949d5968f873cd0fd3fe2fd6c9a22e57df5a01c79e9b2d58408db501a31,newly_executed
0.8,0.475,0,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/454f491f715a59bf6660326b6a437dbc763649002fbe6c64eaf3e6cd11082eac.npz,b8402bc01876d87d0c0a19c3f1a1487c644b2e84d8d7a2e15adce1e34d447df2,454f491f715a59bf6660326b6a437dbc763649002fbe6c64eaf3e6cd11082eac,newly_executed
0.8,0.475,0,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/3c428fab4ba7a1ce0400a3d9e08069451e4760ddae56728bcaf3de59b4e91836.npz,f0c630bb442b8465e41b3aa8a76fecbf2de54df8f5010dff1c1afcbfc77b3547,3c428fab4ba7a1ce0400a3d9e08069451e4760ddae56728bcaf3de59b4e91836,newly_executed
0.8,0.475,0.01,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/42caa5f4acd97aedf52b1b8a9b2e08fa619607e41f16742fcdc6537d2cd82303.npz,00a94eb1f98f855048f1d2ccd996b4c163d97c2a58215fd45c8cb947e79438a1,42caa5f4acd97aedf52b1b8a9b2e08fa619607e41f16742fcdc6537d2cd82303,newly_executed
0.8,0.475,0.01,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/c1d17a544f1e667945136ce30e1a668ef9d65e1b77a9480d184077e4c87ed7d5.npz,c8bfe10fef346bb75d12f94cd5d40a9cda40d3a5b3626b78f5ed7c2dff12ba34,c1d17a544f1e667945136ce30e1a668ef9d65e1b77a9480d184077e4c87ed7d5,newly_executed
0.8,0.475,0.01,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/7dfbf1c8f0cd12a7d9797e5659449b089e5d46b1674c622c3b9728311e2a18f4.npz,499da58178cb77093447daf82686293c706b4c2a5be5eb747647f3de531b72ed,7dfbf1c8f0cd12a7d9797e5659449b089e5d46b1674c622c3b9728311e2a18f4,newly_executed
0.8,0.475,0.05,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/0dbe7267c7932614927a35df4630f9aee26f7eba0add6f1f75d77e18864b4fa7.npz,33dec61dc64d6816fc21b04746f12d78124f533ab15c6d6d1bff7a585d55824a,0dbe7267c7932614927a35df4630f9aee26f7eba0add6f1f75d77e18864b4fa7,newly_executed
0.8,0.475,0.05,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/627f193fc505c65fcaedb6462d7fe7aab7677ecb74b360c667e678642dff0152.npz,336c721773310859d187d9d2daca89d1c3a7ab91b12df416bedfea22926e9c55,627f193fc505c65fcaedb6462d7fe7aab7677ecb74b360c667e678642dff0152,newly_executed
0.8,0.475,0.05,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/5239fa00f57e8a8464eb708e8da6e7b356222876a967c525592c38b5c3b90da3.npz,3749e907c4cdeee8d7266ccf804b82183a059470669019ef62a74258ae863276,5239fa00f57e8a8464eb708e8da6e7b356222876a967c525592c38b5c3b90da3,newly_executed
0.8,0.475,0,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/05691a93f18a49f2acf40da8aac0c58e83284b26b2253d71d79b463b33132aa8.npz,c114b480ba8a1ddda120ea778c233cf890c790fc8ecc60d5812f70c1b392c1f6,05691a93f18a49f2acf40da8aac0c58e83284b26b2253d71d79b463b33132aa8,newly_executed
0.8,0.475,0,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/b6e120d9b94e7a32a2a340bfad7ca7f76c88cdbe73df13a4e09a8be889ab5a77.npz,6647cb2b88413870d55ca0f4a199a431e5217f0c1d696bdf15c8298c82632d0a,b6e120d9b94e7a32a2a340bfad7ca7f76c88cdbe73df13a4e09a8be889ab5a77,newly_executed
0.8,0.475,0,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/50eae7809e380222369531a958f233330ccd5c4bb9680c316222e9141120de3f.npz,8da2827a5a24ef715799ea9088d59206b94905460329fecf70f5dc37900258cd,50eae7809e380222369531a958f233330ccd5c4bb9680c316222e9141120de3f,newly_executed
0.8,0.475,0.01,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/919c09ec617cd4fe8e9648f31471a2e266fd435c514deece919da1291c67cd20.npz,2e4207097e471b0dcab4ff11c68a7c860c9726c1fc79440b11d38c31375aac99,919c09ec617cd4fe8e9648f31471a2e266fd435c514deece919da1291c67cd20,newly_executed
0.8,0.475,0.01,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/39bbc8e49d8369aa26b40f1f16595484bd25a6bfd8dabf45531536e12eb7eccd.npz,0cca67e5a43a1656302f34c3d0fda806138b83ecbe8bab1368f21ca150c56437,39bbc8e49d8369aa26b40f1f16595484bd25a6bfd8dabf45531536e12eb7eccd,newly_executed
0.8,0.475,0.01,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/19ebc933eb23ba43d8580f6737acbe3c800cf533faf16e8e4c17682f661263d4.npz,27903aaf2124d15cc98cad9c6303a29c08efe8722861823706200c4816fe5403,19ebc933eb23ba43d8580f6737acbe3c800cf533faf16e8e4c17682f661263d4,newly_executed
0.8,0.475,0.05,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/c6ea29a56b7fa0312b04fd43b2ad15b4ab4cc0f8b6a0581bcbd2039982c2f14e.npz,4691100d6e87a3d7fe389e1cb33cd200a9ad68df1678a480c627e34d408c9918,c6ea29a56b7fa0312b04fd43b2ad15b4ab4cc0f8b6a0581bcbd2039982c2f14e,newly_executed
0.8,0.475,0.05,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/5de95c93f36a5df6a629d2a43dc0eff9f0f555fc972266bc3127deaac376690e.npz,3002aa9a2d280ab44fed606c5f51b06694d16478bf94dfd15177565d9c559947,5de95c93f36a5df6a629d2a43dc0eff9f0f555fc972266bc3127deaac376690e,newly_executed
0.8,0.475,0.05,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/bd8721e84b793d112ddb01044fe8971dd01dcde5aec519df77a07acc8fd86f83.npz,fbe752d90b0d8096273536667104c3da222510018365f3285c025371fb93c339,bd8721e84b793d112ddb01044fe8971dd01dcde5aec519df77a07acc8fd86f83,newly_executed
0.8,0.4875,0,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/5115a19477458bff22abe73e3185376df1f35de0802a327f0aef4e6dc7dac90b.npz,807a190f18d6cd10f900d49f9a938a3d87e9755605ff20a32f4a6757d95e3c25,5115a19477458bff22abe73e3185376df1f35de0802a327f0aef4e6dc7dac90b,historical_reused
0.8,0.4875,0,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/ff652192a7496b81db4c6756a91a35591771393ef1a4eb237a36828e93a63467.npz,8ce2738cf387e13d0b70b3d60c4e4acf833640fc6d2334463ac12581947d5a5c,ff652192a7496b81db4c6756a91a35591771393ef1a4eb237a36828e93a63467,historical_reused
0.8,0.4875,0,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/b0ac70ad5f9153ac3423551248700b4b8920fc5cc54dafa5505ad76bfa1bdc2a.npz,95f78a925ab9ae51b700190617860ec59d6f951fbf5c38d49c137c3f79109931,b0ac70ad5f9153ac3423551248700b4b8920fc5cc54dafa5505ad76bfa1bdc2a,historical_reused
0.8,0.4875,0.01,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/f96a175c5a2a3c04d2c2060f1ecf87ff93e7f702a96bb1449e2fa5f82cbf58b6.npz,13e52b8909db88e72377cf675fc120c0f1f25632674bc7f5bb37fba6ca323607,f96a175c5a2a3c04d2c2060f1ecf87ff93e7f702a96bb1449e2fa5f82cbf58b6,historical_reused
0.8,0.4875,0.01,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/50f48dcc38d324b25906ee6228573365bd52ea0b51e49f24030a5ccf37a5a7a0.npz,638531c8632d0cb8d5319de653f3f8166fa25e005503022166510331a756d453,50f48dcc38d324b25906ee6228573365bd52ea0b51e49f24030a5ccf37a5a7a0,historical_reused
0.8,0.4875,0.01,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/f15dfa0d7ee2a42658498d8dbad0a6542dcd9c89276bb3c87ec2601b8a00657b.npz,d9ced6f243d16cd4013d3cc1adb3c6404f2c133d73969354894581ded0914e19,f15dfa0d7ee2a42658498d8dbad0a6542dcd9c89276bb3c87ec2601b8a00657b,historical_reused
0.8,0.4875,0.05,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/430f519fd78dd4fdb540fc8c85042bc7349b2510b4e4ac09d710602d5169ec45.npz,9a91d5ed38953bd0576667dabe55b70270ff5e575d377fa7cf8f85ba7d7f4af2,430f519fd78dd4fdb540fc8c85042bc7349b2510b4e4ac09d710602d5169ec45,historical_reused
0.8,0.4875,0.05,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/42a0305f0d68f9ee83293ff320291badb0073ba7fef140123aaac696e631e80d.npz,43116141604a0c420fb9d529b86d72f41ec8dac387624aaeca1f4f33c21a944b,42a0305f0d68f9ee83293ff320291badb0073ba7fef140123aaac696e631e80d,historical_reused
0.8,0.4875,0.05,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/d0a580284fc1c80e1e1cada0f747f0af832de8927a97857b9302f75bd0507c6e.npz,08373655c0971cf837654477084e0c38116224b68f7d2103261657c3e857e926,d0a580284fc1c80e1e1cada0f747f0af832de8927a97857b9302f75bd0507c6e,historical_reused
0.8,0.4875,0,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/6f68c6fb9acafee266dd0b76731d50191bd37f65a2f08bc172e409c418ae48fc.npz,bce3dde0d6d268d1493f1733ac20b8261f9aa758872cd5a8f020ed0923b61954,6f68c6fb9acafee266dd0b76731d50191bd37f65a2f08bc172e409c418ae48fc,newly_executed
0.8,0.4875,0,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/a036f1ee772bfd3492b181c97966017aa1b0cd633b5f9c9f9d852fdb0d2f91ec.npz,5d3629d3bf98162d7c427393b1effd3fe56f4847fe9c10f8fab02d97a0482e23,a036f1ee772bfd3492b181c97966017aa1b0cd633b5f9c9f9d852fdb0d2f91ec,newly_executed
0.8,0.4875,0,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/e4f77b51a50fd42a43668d47c2a9e415abefb48b492252af468e6e7c46a07069.npz,5ac471390a19cc56f2ea668b22b071051606c7cff3f0983ab3c42d886ddd68ae,e4f77b51a50fd42a43668d47c2a9e415abefb48b492252af468e6e7c46a07069,newly_executed
0.8,0.4875,0.01,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/ccb0ab4a16bbd20e8fc9d66a8e490bf986fffc2e70e268af9f967a499c896710.npz,161f43e3e3b9ab5b582cc0f6ae258a2a20bf368226e241796b7eedfbbb9a806c,ccb0ab4a16bbd20e8fc9d66a8e490bf986fffc2e70e268af9f967a499c896710,newly_executed
0.8,0.4875,0.01,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/bdbb45232344a080d00fbd12b58d80d0b5fcb3d9c5b86aa612a6110ad5d061bb.npz,2aabbebf64d2add57c1783619133a0a42a770815d27a864ba8b7168c854b1ccb,bdbb45232344a080d00fbd12b58d80d0b5fcb3d9c5b86aa612a6110ad5d061bb,newly_executed
0.8,0.4875,0.01,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/9540d87877537ff466a184981278465ecde61d19cf7e801a8fd16ac871abb438.npz,92ba7344ade95e13b10169be8bb02ab898c6521494f0e6b495ec37b7a868168c,9540d87877537ff466a184981278465ecde61d19cf7e801a8fd16ac871abb438,newly_executed
0.8,0.4875,0.05,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/83a34a708e475d272b692a756fb01a92dce5c56eb7f8cb06d1b9b0a53eb85a33.npz,26b32cc8da6ba588d50bbc37ec8711cd30084c0a7efdb66ef639f42dfc4c8cce,83a34a708e475d272b692a756fb01a92dce5c56eb7f8cb06d1b9b0a53eb85a33,newly_executed
0.8,0.4875,0.05,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/a21a27cf1e628ea57850b0a7aa04981bf2039f69eda078db504fbfea63ce81a5.npz,a46c0d2d389026813425a19a7a25495bcbbd43636410c5b5934c84aa47f01914,a21a27cf1e628ea57850b0a7aa04981bf2039f69eda078db504fbfea63ce81a5,newly_executed
0.8,0.4875,0.05,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/b12b3195213bf6fba294e2a55835421d290bf972610a65a0b695728b12a2902e.npz,b41d718db23f434c10ea55dc1825a25b474403a0cf0b769cc304787219911295,b12b3195213bf6fba294e2a55835421d290bf972610a65a0b695728b12a2902e,newly_executed
0.8,0.4875,0,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/01b010bbd2350eb4f8a9eecb0707b90e3a566aaf4ad7372cead5d41abfef4c84.npz,f88f206ce443e4c92d5a4d17db1c2bc91dbb796f308048ac13f2e529f2ddf475,01b010bbd2350eb4f8a9eecb0707b90e3a566aaf4ad7372cead5d41abfef4c84,newly_executed
0.8,0.4875,0,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/a3669c62433e18e434327105f7dd81ad1481d119fdd723f9eeb3c0e384879886.npz,a78c7654601f693d1fc842dda9ae12362de526d274ab40e82cebf24c8c787c0a,a3669c62433e18e434327105f7dd81ad1481d119fdd723f9eeb3c0e384879886,newly_executed
0.8,0.4875,0,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/283cdce9b25f623275b411f0ea939ba4e5130a6c281915c25114ba96ba4c8834.npz,d8ff4f66f954e3500cd7976ba59cecd7099d9be710365db6ef7d16b974f1f1ff,283cdce9b25f623275b411f0ea939ba4e5130a6c281915c25114ba96ba4c8834,newly_executed
0.8,0.4875,0.01,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/4fc1941c2723fe5e121f4b957fe1b75d35a401bcfbeb79c5902d94487a707ea3.npz,4037acefad827479b2efb8f6cf0c458d1e6eac00efe0cf05cd426f7cea3fbd7c,4fc1941c2723fe5e121f4b957fe1b75d35a401bcfbeb79c5902d94487a707ea3,newly_executed
0.8,0.4875,0.01,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/57dbe7301692fcbc8e3e82b7a40c8caaf7b6fac8650af05c9af185eda6d5802a.npz,dcdef47f8e9d06f2e20be8408ae0960f6f377a3b6064edcab228adf969803574,57dbe7301692fcbc8e3e82b7a40c8caaf7b6fac8650af05c9af185eda6d5802a,newly_executed
0.8,0.4875,0.01,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/19f18f9a57899b783eae6744b81c0694bd2f0518413aee35b369115b07cf82e4.npz,96e8badd69858031088ae45479fe475d4e56cf06c14d93a3904684415c373928,19f18f9a57899b783eae6744b81c0694bd2f0518413aee35b369115b07cf82e4,newly_executed
0.8,0.4875,0.05,raw,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/44aad1acd35734bb4902c56f3a0045f8816d41344d22c5c2280f971589cd9551.npz,01ef47c16075d4e55126b7960e0812a976bc0cb090365040bff659a3b1f50997,44aad1acd35734bb4902c56f3a0045f8816d41344d22c5c2280f971589cd9551,newly_executed
0.8,0.4875,0.05,zne_quadratic,equal_gate,300000,True,False,38399744,100000,results/stage6_followup_v1/measurements/10e6d9429cb6e5a4147b866ce34fb7218a2e9ecc551d4a646c197c5b69adbf01.npz,c8388d301a7132e069afd3ebd2f4daabb44bb0ff54b4ad59f7a1db751c649ebe,10e6d9429cb6e5a4147b866ce34fb7218a2e9ecc551d4a646c197c5b69adbf01,newly_executed
0.8,0.4875,0.05,sv,equal_gate,300000,True,False,38399744,299998,results/stage6_followup_v1/measurements/6d0ee2ea3797c2bb3a29578e960f7d9ceaa1b6d6959f6b55eeff946f874820b7.npz,f4f9361fa2c51b041f3af6567cb39fbdbe0938375f85648c851740ba89949e1f,6d0ee2ea3797c2bb3a29578e960f7d9ceaa1b6d6959f6b55eeff946f874820b7,newly_executed
0.8,0.5,0,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/b2e2fac0eee1976cc41753a2a550d9ce27c2902da38ce0632ea3cfbdc71f7f78.npz,45827a07390cd5aa4b2ef87a77614a50b2cac6a3fa0767784a790a92b54c03c8,b2e2fac0eee1976cc41753a2a550d9ce27c2902da38ce0632ea3cfbdc71f7f78,historical_reused
0.8,0.5,0,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/37d687269fc23efee6d5b55658c171fead10d38796ce8d58f0c84a717ba624c5.npz,7042a9a83472bc7130a5911092ec88b425757dcdcf7b33f525c9f7ebc3e7f044,37d687269fc23efee6d5b55658c171fead10d38796ce8d58f0c84a717ba624c5,historical_reused
0.8,0.5,0,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/9556b4c3094ed20df6877ff299246ad7bb35c3f21341e86db901426e6def7f5f.npz,08727487d2852d5784dda24a21f03886d8cb48bda73ac553af398d50ca0a620f,9556b4c3094ed20df6877ff299246ad7bb35c3f21341e86db901426e6def7f5f,historical_reused
0.8,0.5,0.01,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/29daff7434583b021fa635e575446022ed700fc08f39c66ab02c1764e194ac0c.npz,42b2aebb8a9d658b32b9d50cbdc1110f78e84f29162248af51292dd8d428ea70,29daff7434583b021fa635e575446022ed700fc08f39c66ab02c1764e194ac0c,historical_reused
0.8,0.5,0.01,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/b7f0f3096c9692468f60d8f74cadaa0facb94a6494e786da6c16c1763371d402.npz,2fa4be9fc28c6551cb17a886483c1f1595b42185565deff06480ff83a969cb22,b7f0f3096c9692468f60d8f74cadaa0facb94a6494e786da6c16c1763371d402,historical_reused
0.8,0.5,0.01,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/964321da95a2e89b33482eb56b6c962a207f8a67cfe88103220d1be5d298b8f4.npz,8099976fd193d33a2af4501ddd7ffae8c5021ae568f344e376bba1da01b7bf62,964321da95a2e89b33482eb56b6c962a207f8a67cfe88103220d1be5d298b8f4,historical_reused
0.8,0.5,0.05,raw,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/dabb06bc777302531e701228331cd9389d0f9c02a317e7efed9ab2f2e33ee8b1.npz,4852764549dd78a9274cfbab4bd4a379c1e59a2add1449115e52509aee9c2c97,dabb06bc777302531e701228331cd9389d0f9c02a317e7efed9ab2f2e33ee8b1,historical_reused
0.8,0.5,0.05,zne_quadratic,equal_shots,100000,False,False,38399744,100000,results/stage6_followup_v1/measurements/5b4aa1777d812e45ba783defe6840645273d89c5582a87ec5f994621ce813496.npz,bf2c3601cb9909bea04232f1761e2db62e81bae883e9036f876eebad56dcd542,5b4aa1777d812e45ba783defe6840645273d89c5582a87ec5f994621ce813496,historical_reused
0.8,0.5,0.05,sv,equal_shots,100000,False,False,12800000,100000,results/stage6_followup_v1/measurements/84e4f2f2cf24470fb2bd1f3164cb5c499501f22e3c7c3b6e6da0c85e86e30983.npz,b8ed0dc8e9fb6111dce6d35734c4fb517d0ec502441459010906557486cb34c1,84e4f2f2cf24470fb2bd1f3164cb5c499501f22e3c7c3b6e6da0c85e86e30983,historical_reused
0.8,0.5,0,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/2cac86f1ed283da7a2736a5f0fd3c8adf55a4a559b45cb8ecdb570aea132f3a9.npz,ac3a98dbe3f52372a91398e44f27a430fa616470dea4d064cf63b496fea7e698,2cac86f1ed283da7a2736a5f0fd3c8adf55a4a559b45cb8ecdb570aea132f3a9,newly_executed
0.8,0.5,0,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/ba7af5a7e7b4f057af60b0d1f78d68d5125173a4293a47252aca6968bc719371.npz,13a5fc962d7db204155ea09b2bcf5809dfde8e901c0b07e505d999ae41de4dfc,ba7af5a7e7b4f057af60b0d1f78d68d5125173a4293a47252aca6968bc719371,newly_executed
0.8,0.5,0,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/010273a339d90b5c3e2d3e569d8bd8b0460ecbee508d4d6487f9be58a8f3de5f.npz,66f1a561b0a445d9ebe7b10ad0fb1f1c81510866b570df9e82446a801f374b82,010273a339d90b5c3e2d3e569d8bd8b0460ecbee508d4d6487f9be58a8f3de5f,newly_executed
0.8,0.5,0.01,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/8a6d373de04b33a1f817e373b50c41451661c8c4cba93d054d6cf7ffe8a82e67.npz,57fea2430ce17f6a5388aa3ceda29cd4982838edb30480e7f0708e9d3df43375,8a6d373de04b33a1f817e373b50c41451661c8c4cba93d054d6cf7ffe8a82e67,newly_executed
0.8,0.5,0.01,zne_quadratic,equal_gate,100000,True,False,12800000,33334,results/stage6_followup_v1/measurements/0fa78988635b1113eef48ba8e98ae259c8b07f0705500dc35e93c3e011068708.npz,1558fe4e39f7c754fc9493168b38470a142a953e03c4cca0b9a18638c266c795,0fa78988635b1113eef48ba8e98ae259c8b07f0705500dc35e93c3e011068708,newly_executed
0.8,0.5,0.01,sv,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/2215385f4be37d858de2c44284215087a88e92e6e9c0b3a26ddf4a5a78588fce.npz,06f987fc95865d946f82e985aca4dc653cd45966c61a08826f2d4b8ce0bba0c0,2215385f4be37d858de2c44284215087a88e92e6e9c0b3a26ddf4a5a78588fce,newly_executed
0.8,0.5,0.05,raw,equal_gate,100000,True,False,12800000,100000,results/stage6_followup_v1/measurements/f711127d86051c7237757df6a918300ade6bd19a37899779bf08b5084bb53906.npz,b820c02878add68b12e6a0fe26edb5addfdea24289ffeb328389653b92d18eb8,f711127d86051c7237757df6a918300ade6bd19a37899779bf08b5084bb53906,newly_executed
