pair_index,pair_type,method,p,trace_distance,XZ_total_variation,classical_minus_quantum,known_binary_single_copy_optimal_error,oracle_error_10k,oracle_error_100k,oracle_error_1M,D4_same_output,D5_same_output,D4_any_reject,D5_any_reject,interpretation,counts,independent_opposite_phase_labels
12,far_ferro_paramagnetic_control,B3,0.05,0.6435182149225829,0.47019981559884466,-0.17331839932373821,0.17824089253870856,0.0,0.0,0.0,False,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/fbc6ff97d0f2c5bcbadb84faaccb94292db4580eb6bfcd8054c0aeaea338f16e.npz,True
12,far_ferro_paramagnetic_control,H6,0,0.9397946417292729,0.8860838642480438,-0.0537107774812291,0.030102679135363575,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/b566230c998d2c3b621c5a6c87bf35fcba854291d69eeb93f884a1e505e778f3.npz,True
12,far_ferro_paramagnetic_control,H6,0.01,0.7707813601378999,0.597042564229316,-0.17373879590858388,0.11460931993105006,0.0,0.0,0.0,False,False,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/58ce182267e78569ebc745f674dbd0ad461b5f3f4bb897c21bd2ddeb72f1ab8d.npz,True
12,far_ferro_paramagnetic_control,H6,0.05,0.2183899313942299,0.15339786195297828,-0.06499206944125163,0.39080503430288505,0.0,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/5928fce410ae40f611775d132e84991d28949cb3645cd059f782a6f35de76d13.npz,True
13,far_antiphase_paramagnetic_control,B3,0,0.9449741795684996,0.8990568756093716,-0.045917303959127964,0.027512910215750197,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/c8fd1fbe47edcbd41eb6e1c7f31d2e61b20b9c67eff34ccc52528d2ce27942b8.npz,True
13,far_antiphase_paramagnetic_control,B3,0.01,0.8876189576328712,0.7340303379979354,-0.15358861963493586,0.05619052118356438,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/04c1b03142a7cc110519fb781d2f23fec16ac44461fc85514491ee032f4e5efa.npz,True
13,far_antiphase_paramagnetic_control,B3,0.05,0.607183499080552,0.4414978457387444,-0.16568565334180763,0.196408250459724,0.0,0.0,0.0,False,False,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/f3f8e63c2312847555c6c848368b934a89918c44c367d484d5b8cbb00f8948a4.npz,True
13,far_antiphase_paramagnetic_control,H6,0,0.9446026326070276,0.8988001155737353,-0.0458025170332923,0.027698683696486204,0.0,0.0,0.0,False,False,False,False,Binary_differences_measurable_no_global_phase_accuracy_inference,results/stage6_v1/noise_diagnosability/pair_cache/b8abca85817c6875952200363315b474a83ecc9154baa3f68e68abe6aec30eb7.npz,True
13,far_antiphase_paramagnetic_control,H6,0.01,0.7462942813446023,0.5626780133689027,-0.18361626797569963,0.12685285932769885,0.0,0.0,0.0,False,False,False,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/cf2295c6df34a0e86e17aa76e894f97be17982f1b40cebdd9e3ab467c000ba55.npz,True
13,far_antiphase_paramagnetic_control,H6,0.05,0.17427275170805923,0.1128161078492714,-0.061456643858787824,0.4128636241459704,0.0,0.0,0.0,True,True,True,True,Known_binary_measurement_templates_distinguish_while_some_frozen_outputs_do_not,results/stage6_v1/noise_diagnosability/pair_cache/509307d10cf51a8edb1b86b7ffdaca58ae4d1b77ead34e6c5925c0aa4465d5e1.npz,True
