window,h,p,epsilon_c,epsilon_sf,epsilon_mx,branch_sensitive,both_preparations_pass
W1,0.975,0,0.006514976023784813,0.0038681634369325257,0.0020420103766679576,False,True
W1,0.975,0.01,0.08576782478626466,0.027517060983476505,0.017736337572318905,True,True
W1,0.975,0.05,0.017214098547364283,0.005139166396669587,0.014969538176532377,False,True
W1,0.9875,0,0.0060192937026231075,0.003513747802049605,0.0018269738332623575,False,True
W1,0.9875,0.01,0.0843105884515121,0.026983884265499858,0.019955777888002624,True,True
W1,0.9875,0.05,0.01711917302190435,0.005093312169849734,0.01536260264047249,False,True
W1,1.0,0,0.005573123566930294,0.003196190958911549,0.0016368017146272118,False,True
W1,1.0,0.01,0.08271661810856074,0.02642482099615824,0.022069055845285845,True,True
W1,1.0,0.05,0.017013169902356143,0.005045620552801902,0.015738216380356246,False,True
W1,1.0125,0,0.005189465680425498,0.002925009828975922,0.0014802165937999323,False,True
W1,1.0125,0.01,0.08106281166902882,0.02585009620310265,0.024213306042914107,True,True
W1,1.0125,0.05,0.01690065351019497,0.004995879495998029,0.01612591845593582,False,True
W1,1.025,0,0.00482359431072954,0.002673450515936593,0.0013401476936731882,False,True
W1,1.025,0.01,0.07999965343467161,0.02528364488853091,0.028294796407659972,True,True
W1,1.025,0.05,0.017078813192536672,0.005011213947613988,0.017134977593846166,False,True
W1,1.0375,0,0.00450955142846271,0.0024565938466715176,0.0012203311866618716,False,True
W1,1.0375,0.01,0.07822897076665034,0.024678823357865948,0.030338740039909218,True,True
W1,1.0375,0.05,0.016932087930027255,0.00495374802502406,0.017489745171417607,False,True
W1,1.05,0,0.0042282800060673975,0.0022681689282338935,0.0011179346736674978,False,True
W1,1.05,0.01,0.07643814424045253,0.024068971882450177,0.03247497857356302,True,True
W1,1.05,0.05,0.016804754282153694,0.004899869157093298,0.017894872145459435,False,True
W1,1.0625,0,0.003970192238175407,0.002099617561190259,0.0010281401275720192,False,True
W1,1.0625,0.01,0.07471603721988118,0.023486149609202894,0.03457260942659579,True,True
W1,1.0625,0.05,0.016666445354125082,0.0048436541115237375,0.018287886130033848,False,True
W1,1.075,0,0.0037363382300225068,0.0019503785036061316,0.0009504716043575723,False,True
W1,1.075,0.01,0.07280901573634313,0.022857441488208258,0.03670712704927187,True,True
W1,1.075,0.05,0.016511290758343053,0.004784881864285287,0.018681312803489718,False,True
W1,1.0875,0,0.003505945083785822,0.001809497499071333,0.0008782017978586909,False,True
W1,1.0875,0.01,0.07107250080752006,0.022260250660706582,0.03899015346753626,True,True
W1,1.0875,0.05,0.016371958671191452,0.004727042827340891,0.01912038544293086,False,True
W1,1.1,0,0.003292444045682741,0.0016840345841264703,0.0008129092005337846,False,True
W1,1.1,0.01,0.06926002039881896,0.021682147836571533,0.04106714978719672,True,True
