window,chain,p,feature,stride,h,value,derivative
W2,W2/ascending/seed307,0.05,mx,1,0.3625,0.01661783496406782,0.08035216191814831
W2,W2/ascending/seed307,0.05,mx,1,0.375,0.01764031826609792,0.08517393712942256
W2,W2/ascending/seed307,0.05,mx,1,0.3875,0.018747183392303385,0.09101649730332184
W2,W2/ascending/seed307,0.05,mx,1,0.4,0.019915730698680967,0.0956718338669913
W2,W2/ascending/seed307,0.05,mx,1,0.4125,0.02113897923897817,0.09926532330600268
W2,W2/ascending/seed307,0.05,mx,1,0.425,0.022397363781331028,0.10315930683600405
W2,W2/ascending/seed307,0.05,mx,1,0.4375,0.023717961909878273,0.10813639373155493
W2,W2/ascending/seed307,0.05,mx,1,0.45,0.025039420337969118,
W2,W2/ascending/seed307,0.05,mx,1,0.4625,0.02638578654337944,
W2,W2/ascending/seed307,0.05,mx,1,0.475,0.027710855223203087,
W2,W2/ascending/seed307,0.05,mx,1,0.4875,0.029010667430517514,0.09555918927526563
W2,W2/ascending/seed307,0.05,mx,1,0.5,0.03017626257024255,0.09093603308073961
W2,W2/ascending/seed307,0.05,mx,1,0.5125,0.031284068257536005,0.08738619731447828
W2,W2/ascending/seed307,0.05,mx,1,0.525,0.032360917503104505,0.08102635789837542
W2,W2/ascending/seed307,0.05,mx,1,0.5375,0.03330972720499539,0.10036182695022466
W2,W2/ascending/seed307,0.05,mx,1,0.55,0.03486996317686013,0.18268848494187573
W2,W2/ascending/seed307,0.05,mx,1,0.5625,0.037876939328542275,0.2675372041061579
W2,W2/ascending/seed307,0.05,mx,1,0.575,0.04155839327951405,0.2510195101400936
W2,W2/ascending/seed307,0.05,mx,1,0.5875,0.044152427082044615,0.11842229259395265
W2,W2/ascending/seed307,0.05,mx,1,0.6,0.04451895059436289,0.15224967802698597
W2,W2/ascending/seed307,0.05,mx,1,0.6125,0.0479586690327193,0.15476763643099556
W2,W2/ascending/seed307,0.05,mx,1,0.625,0.0483881415051378,0.046210270885950644
W2,W2/ascending/seed307,0.05,mx,1,0.6375,0.049113925804868064,-0.18561941096264123
W2,W2/ascending/seed307,0.05,mx,1,0.65,0.04374765623107171,-0.67298372084477
W2,W2/descending/seed307,0,order,4,0.25,0.9644218953387722,0.30110015838041626
W2,W2/descending/seed307,0,order,4,0.3,0.9398012777123319,0.6837245466771957
W2,W2/descending/seed307,0,order,4,0.35,0.8960494406710526,1.229052732231386
W2,W2/descending/seed307,0,order,4,0.4,0.8168960044891932,1.9370847150429888
W2,W2/descending/seed307,0,order,4,0.45,0.6945252292991129,
W2,W2/descending/seed307,0,order,4,0.5,0.5586640927488803,
W2,W2/descending/seed307,0,order,4,0.55,0.45211771360099456,
W2,W2/descending/seed307,0,order,4,0.6,0.3619783963841382,
W2,W2/descending/seed307,0,order,4,0.65,0.32928070286723277,
W2,W2/descending/seed307,0,order,2,0.25,0.9644218953387722,0.36223163918826984
W2,W2/descending/seed307,0,order,2,0.275,0.9537388454423086,0.49241235252880244
W2,W2/descending/seed307,0,order,2,0.3,0.9398012777123319,0.6504366504028773
W2,W2/descending/seed307,0,order,2,0.325,0.9212170129221648,0.8750367408255819
W2,W2/descending/seed307,0,order,2,0.35,0.8960494406710526,1.1849387560608164
W2,W2/descending/seed307,0,order,2,0.375,0.8619700751191243,1.5830687236371865
W2,W2/descending/seed307,0,order,2,0.4,0.8168960044891932,2.034342202387519
W2,W2/descending/seed307,0,order,2,0.425,0.7602529649997481,2.497100956768101
W2,W2/descending/seed307,0,order,2,0.45,0.6945252292991129,
W2,W2/descending/seed307,0,order,2,0.475,0.6254059492403866,
W2,W2/descending/seed307,0,order,2,0.5,0.5586640927488803,2.5120678987340934
W2,W2/descending/seed307,0,order,2,0.525,0.5006266492277327,2.1309275829577126
W2,W2/descending/seed307,0,order,2,0.55,0.45211771360099456,1.749787267181329
W2,W2/descending/seed307,0,order,2,0.575,0.3785776040197354,
W2,W2/descending/seed307,0,order,2,0.6,0.3619783963841382,
W2,W2/descending/seed307,0,order,2,0.625,0.3461952677067646,
W2,W2/descending/seed307,0,order,2,0.65,0.32928070286723277,
W2,W2/descending/seed307,0,order,1,0.25,0.9644218953387722,0.373201855774866
W2,W2/descending/seed307,0,order,1,0.2625,0.9594186212660634,0.4273219958585486
W2,W2/descending/seed307,0,order,1,0.275,0.9537388454423086,0.48666591408101567
W2,W2/descending/seed307,0,order,1,0.2875,0.9472519734140382,0.5575027091990634
W2,W2/descending/seed307,0,order,1,0.3,0.9398012777123319,0.6421580729098864
W2,W2/descending/seed307,0,order,1,0.3125,0.931198021591291,0.7433705916066842
W2,W2/descending/seed307,0,order,1,0.325,0.9212170129221648,0.8640323660319851
W2,W2/descending/seed307,0,order,1,0.3375,0.9095972124404914,1.0067028900444939
W2,W2/descending/seed307,0,order,1,0.35,0.8960494406710526,1.1729582291130427
W2,W2/descending/seed307,0,order,1,0.3625,0.8802732567126652,1.363174622077132
W2,W2/descending/seed307,0,order,1,0.375,0.8619700751191243,1.5749425046957128
W2,W2/descending/seed307,0,order,1,0.3875,0.8408996940952724,1.8029628251972412
W2,W2/descending/seed307,0,order,1,0.4,0.8168960044891932,2.03784451694559
W2,W2/descending/seed307,0,order,1,0.4125,0.789953581171633,2.2657215795778036
W2,W2/descending/seed307,0,order,1,0.425,0.7602529649997481,2.469072156867245
W2,W2/descending/seed307,0,order,1,0.4375,0.7282267772499518,2.655117883100175
W2,W2/descending/seed307,0,order,1,0.45,0.6945252292991129,
W2,W2/descending/seed307,0,order,1,0.4625,0.6599482849414078,
W2,W2/descending/seed307,0,order,1,0.475,0.6254059492403866,
W2,W2/descending/seed307,0,order,1,0.4875,0.5908168378191271,2.652913977303051
W2,W2/descending/seed307,0,order,1,0.5,0.5586640927488803,2.4915252339364393
W2,W2/descending/seed307,0,order,1,0.5125,0.5285287069707163,2.3214977408459028
W2,W2/descending/seed307,0,order,1,0.525,0.5006266492277327,2.128357609650049
W2,W2/descending/seed307,0,order,1,0.5375,0.475319766729465,1.940357425069525
W2,W2/descending/seed307,0,order,1,0.55,0.45211771360099456,1.7660075668540465
W2,W2/descending/seed307,0,order,1,0.5625,0.43116957755811375,1.5856942000068983
W2,W2/descending/seed307,0,order,1,0.575,0.3785776040197354,
W2,W2/descending/seed307,0,order,1,0.5875,0.37013577326461755,
W2,W2/descending/seed307,0,order,1,0.6,0.3619783963841382,
W2,W2/descending/seed307,0,order,1,0.6125,0.35403252776219307,0.6211891730897676
W2,W2/descending/seed307,0,order,1,0.625,0.3461952677067646,0.6327724357787865
W2,W2/descending/seed307,0,order,1,0.6375,0.3382132168677235,0.6765825935812746
W2,W2/descending/seed307,0,order,1,0.65,0.32928070286723277,0.7526196464972301
W2,W2/descending/seed307,0,mx,4,0.25,0.19201558440683147,0.8703632234429377
W2,W2/descending/seed307,0,mx,4,0.3,0.24185359090438327,1.1231570364591352
W2,W2/descending/seed307,0,mx,4,0.35,0.30433128805274495,1.4470357292415303
W2,W2/descending/seed307,0,mx,4,0.4,0.38655716382853633,1.8419993017901213
W2,W2/descending/seed307,0,mx,4,0.45,0.4858743287175064,
W2,W2/descending/seed307,0,mx,4,0.5,0.5800113740019848,
W2,W2/descending/seed307,0,mx,4,0.55,0.650056326046525,
W2,W2/descending/seed307,0,mx,4,0.6,0.7040832210989549,
W2,W2/descending/seed307,0,mx,4,0.65,0.7351771521136836,
W2,W2/descending/seed307,0,mx,2,0.25,0.19201558440683147,0.9053481529355984
W2,W2/descending/seed307,0,mx,2,0.275,0.21579193794291437,0.9967601299510371
W2,W2/descending/seed307,0,mx,2,0.3,0.24185359090438327,1.104834205850505
W2,W2/descending/seed307,0,mx,2,0.325,0.2710336482354397,1.2495539429672347
W2,W2/descending/seed307,0,mx,2,0.35,0.30433128805274495,1.4333219098078818
W2,W2/descending/seed307,0,mx,2,0.375,0.34269974372583384,1.644517515515826
W2,W2/descending/seed307,0,mx,2,0.4,0.38655716382853633,1.8483134459016446
W2,W2/descending/seed307,0,mx,2,0.425,0.43511541602091597,2.036346729488727
W2,W2/descending/seed307,0,mx,2,0.45,0.4858743287175064,
W2,W2/descending/seed307,0,mx,2,0.475,0.5351636575668253,
W2,W2/descending/seed307,0,mx,2,0.5,0.5800113740019848,1.6515961114213802
W2,W2/descending/seed307,0,mx,2,0.525,0.6181675634058871,1.4008990408908026
W2,W2/descending/seed307,0,mx,2,0.55,0.650056326046525,1.1502019703602286
W2,W2/descending/seed307,0,mx,2,0.575,0.6871624885019828,
W2,W2/descending/seed307,0,mx,2,0.6,0.7040832210989549,
W2,W2/descending/seed307,0,mx,2,0.625,0.7199483628139254,
W2,W2/descending/seed307,0,mx,2,0.65,0.7351771521136836,
W2,W2/descending/seed307,0,mx,1,0.25,0.19201558440683147,0.9124528191877666
W2,W2/descending/seed307,0,mx,1,0.2625,0.20366250291077576,0.9510541414433158
W2,W2/descending/seed307,0,mx,1,0.275,0.21579193794291437,0.9931023644833683
W2,W2/descending/seed307,0,mx,1,0.2875,0.22849006202285993,1.0424661184587602
W2,W2/descending/seed307,0,mx,1,0.3,0.24185359090438327,1.100164295344145
W2,W2/descending/seed307,0,mx,1,0.3125,0.2559941694064636,1.167202293242255
W2,W2/descending/seed307,0,mx,1,0.325,0.2710336482354397,1.24433814287379
W2,W2/descending/seed307,0,mx,1,0.3375,0.28710262297830835,1.3319055926922108
W2,W2/descending/seed307,0,mx,1,0.35,0.30433128805274495,1.4293143171462397
W2,W2/descending/seed307,0,mx,1,0.3625,0.32283548090696423,1.5347382269235545
W2,W2/descending/seed307,0,mx,1,0.375,0.34269974372583384,1.6447450216091433
W2,W2/descending/seed307,0,mx,1,0.3875,0.3639541064471929,1.7542968041080975
W2,W2/descending/seed307,0,mx,1,0.4,0.38655716382853633,1.8563105465748482
W2,W2/descending/seed307,0,mx,1,0.4125,0.4103618701115641,1.9423300876951917
W2,W2/descending/seed307,0,mx,1,0.425,0.43511541602091597,2.0030045142482713
W2,W2/descending/seed307,0,mx,1,0.4375,0.4604369829677709,2.0484461972485235
W2,W2/descending/seed307,0,mx,1,0.45,0.4858743287175064,
W2,W2/descending/seed307,0,mx,1,0.4625,0.5109404353146103,
W2,W2/descending/seed307,0,mx,1,0.475,0.5351636575668253,
W2,W2/descending/seed307,0,mx,1,0.4875,0.5585136636291257,1.7842706056883024
W2,W2/descending/seed307,0,mx,1,0.5,0.5800113740019848,1.655363053969129
W2,W2/descending/seed307,0,mx,1,0.5125,0.599897739978354,1.5262475761560914
W2,W2/descending/seed307,0,mx,1,0.525,0.6181675634058871,1.3962889893617891
W2,W2/descending/seed307,0,mx,1,0.5375,0.6348049647123989,1.2755505056255139
W2,W2/descending/seed307,0,mx,1,0.55,0.650056326046525,1.1660201879913181
W2,W2/descending/seed307,0,mx,1,0.5625,0.6639554694121819,1.0578427505137853
W2,W2/descending/seed307,0,mx,1,0.575,0.6871624885019828,
W2,W2/descending/seed307,0,mx,1,0.5875,0.6957608428198794,
W2,W2/descending/seed307,0,mx,1,0.6,0.7040832210989549,
W2,W2/descending/seed307,0,mx,1,0.6125,0.7121390903675481,0.6321894693241923
W2,W2/descending/seed307,0,mx,1,0.625,0.7199483628139254,0.6172941220961725
W2,W2/descending/seed307,0,mx,1,0.6375,0.7275714434199523,0.6091515719903313
W2,W2/descending/seed307,0,mx,1,0.65,0.7351771521136836,0.6077618190066829
W2,W2/descending/seed307,0.01,order,4,0.25,0.37299894994965366,-0.0032348849918166778
W2,W2/descending/seed307,0.01,order,4,0.3,0.3705637129383682,0.1006443654432343
W2,W2/descending/seed307,0.01,order,4,0.35,0.36293451340533023,0.25637090425338727
W2,W2/descending/seed307,0.01,order,4,0.4,0.3449266225130294,0.46394473143864623
W2,W2/descending/seed307,0.01,order,4,0.45,0.316661669271043,
W2,W2/descending/seed307,0.01,order,4,0.5,0.2898280159070948,
W2,W2/descending/seed307,0.01,order,4,0.55,0.25638710822951916,
W2,W2/descending/seed307,0.01,order,4,0.6,0.21783142343603662,
W2,W2/descending/seed307,0.01,order,4,0.65,0.21159522938236067,
W2,W2/descending/seed307,0.01,order,2,0.25,0.37299894994965366,0.01476398935138068
W2,W2/descending/seed307,0.01,order,2,0.275,0.37220559082994,0.04870474022570814
W2,W2/descending/seed307,0.01,order,2,0.3,0.3705637129383682,0.09315805940643251
W2,W2/descending/seed307,0.01,order,2,0.325,0.36754768785961844,0.15258399066075867
W2,W2/descending/seed307,0.01,order,2,0.35,0.36293451340533023,0.24092839528508936
W2,W2/descending/seed307,0.01,order,2,0.375,0.3555012680953641,0.36015781784601586
W2,W2/descending/seed307,0.01,order,2,0.4,0.3449266225130294,0.47806741908269323
W2,W2/descending/seed307,0.01,order,2,0.425,0.33159789714122934,0.58823061066132
W2,W2/descending/seed307,0.01,order,2,0.45,0.316661669271043,
W2,W2/descending/seed307,0.01,order,2,0.475,0.30220699155757885,
W2,W2/descending/seed307,0.01,order,2,0.5,0.2898280159070948,0.7845444594338193
W2,W2/descending/seed307,0.01,order,2,0.525,0.2716609832447781,0.668818153551512
W2,W2/descending/seed307,0.01,order,2,0.55,0.25638710822951916,0.5530918476692044
W2,W2/descending/seed307,0.01,order,2,0.575,0.2219331224974973,
W2,W2/descending/seed307,0.01,order,2,0.6,0.21783142343603662,
W2,W2/descending/seed307,0.01,order,2,0.625,0.21416754895412018,
W2,W2/descending/seed307,0.01,order,2,0.65,0.21159522938236067,
W2,W2/descending/seed307,0.01,order,1,0.25,0.37299894994965366,0.013645237931253718
W2,W2/descending/seed307,0.01,order,1,0.2625,0.3727153274326549,0.03173436478854619
W2,W2/descending/seed307,0.01,order,1,0.275,0.37220559082994,0.04827193593354551
W2,W2/descending/seed307,0.01,order,1,0.2875,0.3715085290343163,0.0656751156628701
W2,W2/descending/seed307,0.01,order,1,0.3,0.3705637129383682,0.08711810344912863
W2,W2/descending/seed307,0.01,order,1,0.3125,0.3693305764480881,0.1206410031499896
W2,W2/descending/seed307,0.01,order,1,0.325,0.36754768785961844,0.15022158154623177
W2,W2/descending/seed307,0.01,order,1,0.3375,0.3655750369094323,0.1845269781715313
W2,W2/descending/seed307,0.01,order,1,0.35,0.36293451340533023,0.23805412130486658
W2,W2/descending/seed307,0.01,order,1,0.3625,0.3596236838768106,0.29732981239864564
W2,W2/descending/seed307,0.01,order,1,0.375,0.3555012680953641,0.3686650889248302
W2,W2/descending/seed307,0.01,order,1,0.3875,0.3504070566536898,0.4229858232933861
W2,W2/descending/seed307,0.01,order,1,0.4,0.3449266225130294,0.4705712251579204
W2,W2/descending/seed307,0.01,order,1,0.4125,0.3386427760247419,0.5331490148720004
W2,W2/descending/seed307,0.01,order,1,0.425,0.33159789714122934,0.5489109705154558
W2,W2/descending/seed307,0.01,order,1,0.4375,0.3249200017618555,0.5195522901843574
W2,W2/descending/seed307,0.01,order,1,0.45,0.316661669271043,
W2,W2/descending/seed307,0.01,order,1,0.4625,0.30903056742670587,
W2,W2/descending/seed307,0.01,order,1,0.475,0.30220699155757885,
W2,W2/descending/seed307,0.01,order,1,0.4875,0.2989433050583533,0.741444389504311
W2,W2/descending/seed307,0.01,order,1,0.5,0.2898280159070948,0.7170018746970594
W2,W2/descending/seed307,0.01,order,1,0.5125,0.2810182581909269,0.7266813064926669
W2,W2/descending/seed307,0.01,order,1,0.525,0.2716609832447781,0.7394184364332066
W2,W2/descending/seed307,0.01,order,1,0.5375,0.2625327972800967,0.6109550006103586
W2,W2/descending/seed307,0.01,order,1,0.55,0.25638710822951916,0.4198961778791528
W2,W2/descending/seed307,0.01,order,1,0.5625,0.2520353928331179,0.2763782855450536
W2,W2/descending/seed307,0.01,order,1,0.575,0.2219331224974973,
W2,W2/descending/seed307,0.01,order,1,0.5875,0.21980453336700917,
W2,W2/descending/seed307,0.01,order,1,0.6,0.21783142343603662,
W2,W2/descending/seed307,0.01,order,1,0.6125,0.21597150634861478,0.14399088056081588
W2,W2/descending/seed307,0.01,order,1,0.625,0.21416754895412018,0.14464230255832078
W2,W2/descending/seed307,0.01,order,1,0.6375,0.2123554487846568,0.10289278287038073
W2,W2/descending/seed307,0.01,order,1,0.65,0.21159522938236067,0.018742321497001058
W2,W2/descending/seed307,0.01,mx,4,0.25,0.13080282467367893,0.4167134743462768
W2,W2/descending/seed307,0.01,mx,4,0.3,0.15339304267223997,0.48689524559616504
W2,W2/descending/seed307,0.01,mx,4,0.35,0.17949234923329543,0.5818373343337813
W2,W2/descending/seed307,0.01,mx,4,0.4,0.2115767761056181,0.7015397405591246
W2,W2/descending/seed307,0.01,mx,4,0.45,0.25378847887038225,
W2,W2/descending/seed307,0.01,mx,4,0.5,0.29196222595526056,
W2,W2/descending/seed307,0.01,mx,4,0.55,0.3212011384258745,
W2,W2/descending/seed307,0.01,mx,4,0.6,0.339993501332556,
W2,W2/descending/seed307,0.01,mx,4,0.65,0.3762421984527997,
W2,W2/descending/seed307,0.01,mx,2,0.25,0.13080282467367893,0.4316751178007321
W2,W2/descending/seed307,0.01,mx,2,0.275,0.14184631814582832,0.45180435997122137
W2,W2/descending/seed307,0.01,mx,2,0.3,0.15339304267223997,0.47788492791700055
W2,W2/descending/seed307,0.01,mx,2,0.325,0.16574056454167835,0.5219861312211105
W2,W2/descending/seed307,0.01,mx,2,0.35,0.17949234923329543,0.5781085361017286
W2,W2/descending/seed307,0.01,mx,2,0.375,0.1946459913467648,0.6416885374464525
W2,W2/descending/seed307,0.01,mx,2,0.4,0.2115767761056181,0.7278064733030294
W2,W2/descending/seed307,0.01,mx,2,0.425,0.23103631501191624,0.8289566392008219
W2,W2/descending/seed307,0.01,mx,2,0.45,0.25378847887038225,
W2,W2/descending/seed307,0.01,mx,2,0.475,0.2806565388235122,
W2,W2/descending/seed307,0.01,mx,2,0.5,0.29196222595526056,0.7156939492307197
W2,W2/descending/seed307,0.01,mx,2,0.525,0.30821812843829804,0.5847782494122783
W2,W2/descending/seed307,0.01,mx,2,0.55,0.3212011384258745,0.45386254959383976
W2,W2/descending/seed307,0.01,mx,2,0.575,0.32927969470247453,
W2,W2/descending/seed307,0.01,mx,2,0.6,0.339993501332556,
W2,W2/descending/seed307,0.01,mx,2,0.625,0.3515771635945396,
W2,W2/descending/seed307,0.01,mx,2,0.65,0.3762421984527997,
W2,W2/descending/seed307,0.01,mx,1,0.25,0.13080282467367893,0.4398947509022557
W2,W2/descending/seed307,0.01,mx,1,0.2625,0.13631304023485538,0.4417397388859756
W2,W2/descending/seed307,0.01,mx,1,0.275,0.14184631814582832,0.4487183546644262
W2,W2/descending/seed307,0.01,mx,1,0.2875,0.14753099910146605,0.4618689810564671
W2,W2/descending/seed307,0.01,mx,1,0.3,0.15339304267223997,0.47698014591471427
W2,W2/descending/seed307,0.01,mx,1,0.3125,0.15945550274933393,0.49390087477753486
W2,W2/descending/seed307,0.01,mx,1,0.325,0.16574056454167835,0.5198207299870914
W2,W2/descending/seed307,0.01,mx,1,0.3375,0.17245102099901122,0.5500713876646826
W2,W2/descending/seed307,0.01,mx,1,0.35,0.17949234923329543,0.5774859208688845
W2,W2/descending/seed307,0.01,mx,1,0.3625,0.18688816902073327,0.6061456845387747
W2,W2/descending/seed307,0.01,mx,1,0.375,0.1946459913467648,0.6306575739840321
W2,W2/descending/seed307,0.01,mx,1,0.3875,0.20265460837033408,0.6772313903541303
W2,W2/descending/seed307,0.01,mx,1,0.4,0.2115767761056181,0.7361200480339853
W2,W2/descending/seed307,0.01,mx,1,0.4125,0.22105760957118373,0.7783815562519276
W2,W2/descending/seed307,0.01,mx,1,0.425,0.23103631501191624,0.8783230757961693
W2,W2/descending/seed307,0.01,mx,1,0.4375,0.243015686466088,1.0383763568713142
W2,W2/descending/seed307,0.01,mx,1,0.45,0.25378847887038225,
W2,W2/descending/seed307,0.01,mx,1,0.4625,0.26645309163747516,
W2,W2/descending/seed307,0.01,mx,1,0.475,0.2806565388235122,
W2,W2/descending/seed307,0.01,mx,1,0.4875,0.28250805861799655,0.7522973732984166
W2,W2/descending/seed307,0.01,mx,1,0.5,0.29196222595526056,0.760369400663814
W2,W2/descending/seed307,0.01,mx,1,0.5125,0.3015172936345919,0.6502360993215
W2,W2/descending/seed307,0.01,mx,1,0.525,0.30821812843829804,0.5688078301616439
W2,W2/descending/seed307,0.01,mx,1,0.5375,0.315737489388633,0.5193203995030586
W2,W2/descending/seed307,0.01,mx,1,0.55,0.3212011384258745,0.6083283817327079
W2,W2/descending/seed307,0.01,mx,1,0.5625,0.33094569893195064,0.9508012992394796
W2,W2/descending/seed307,0.01,mx,1,0.575,0.32927969470247453,
W2,W2/descending/seed307,0.01,mx,1,0.5875,0.334518893865226,
W2,W2/descending/seed307,0.01,mx,1,0.6,0.339993501332556,
W2,W2/descending/seed307,0.01,mx,1,0.6125,0.3457077641438346,0.45328324227819117
W2,W2/descending/seed307,0.01,mx,1,0.625,0.3515771635945396,0.4858206698346166
W2,W2/descending/seed307,0.01,mx,1,0.6375,0.3578532808896999,0.986601394330398
W2,W2/descending/seed307,0.01,mx,1,0.65,0.3762421984527997,1.955625415765553
W2,W2/descending/seed307,0.05,order,4,0.25,0.12880522359210894,-0.006406338588121896
W2,W2/descending/seed307,0.05,order,4,0.3,0.1290829936853781,-0.004704465142644665
W2,W2/descending/seed307,0.05,order,4,0.35,0.12927567010637342,-0.0019202561105897686
W2,W2/descending/seed307,0.05,order,4,0.4,0.12927501929643706,0.001946288508044347
W2,W2/descending/seed307,0.05,order,4,0.45,0.12929856770538667,
W2,W2/descending/seed307,0.05,order,4,0.5,0.1304753514268635,
W2,W2/descending/seed307,0.05,order,4,0.55,0.12986215428608058,
W2,W2/descending/seed307,0.05,order,4,0.6,0.1279688960575962,
W2,W2/descending/seed307,0.05,order,4,0.65,0.12847610701215914,
W2,W2/descending/seed307,0.05,order,2,0.25,0.12880522359210894,-0.006087360596101821
W2,W2/descending/seed307,0.05,order,2,0.275,0.12895075812287748,-0.005555401865383391
W2,W2/descending/seed307,0.05,order,2,0.3,0.1290829936853781,-0.004693804222869691
W2,W2/descending/seed307,0.05,order,2,0.325,0.12918544833402099,-0.0038535284199068265
W2,W2/descending/seed307,0.05,order,2,0.35,0.12927567010637342,-0.0023948161253293243
W2,W2/descending/seed307,0.05,order,2,0.375,0.12930518914028746,1.3016198727289208e-05
W2,W2/descending/seed307,0.05,order,2,0.4,0.12927501929643706,0.001169570183091384
W2,W2/descending/seed307,0.05,order,2,0.425,0.12924671063113288,0.0010951230412441504
W2,W2/descending/seed307,0.05,order,2,0.45,0.12929856770538667,
W2,W2/descending/seed307,0.05,order,2,0.475,0.129611716634466,
W2,W2/descending/seed307,0.05,order,2,0.5,0.1304753514268635,0.014498340638858576
W2,W2/descending/seed307,0.05,order,2,0.525,0.13014082288368206,0.012263942815658447
W2,W2/descending/seed307,0.05,order,2,0.55,0.12986215428608058,0.01002954499245945
W2,W2/descending/seed307,0.05,order,2,0.575,0.12793589161561703,
W2,W2/descending/seed307,0.05,order,2,0.6,0.1279688960575962,
W2,W2/descending/seed307,0.05,order,2,0.625,0.1280397099682997,
W2,W2/descending/seed307,0.05,order,2,0.65,0.12847610701215914,
W2,W2/descending/seed307,0.05,order,1,0.25,0.12880522359210894,-0.006502412512713995
W2,W2/descending/seed307,0.05,order,1,0.2625,0.12888224730300554,-0.005821381230742162
W2,W2/descending/seed307,0.05,order,1,0.275,0.12895075812287748,-0.005456684773727183
W2,W2/descending/seed307,0.05,order,1,0.2875,0.12901866442234874,-0.005289422500025509
W2,W2/descending/seed307,0.05,order,1,0.3,0.1290829936853781,-0.004902845454402893
W2,W2/descending/seed307,0.05,order,1,0.3125,0.12914123555870882,-0.004098185945715649
W2,W2/descending/seed307,0.05,order,1,0.325,0.12918544833402099,-0.003859274872751506
W2,W2/descending/seed307,0.05,order,1,0.3375,0.12923771743052762,-0.0036088708940962277
W2,W2/descending/seed307,0.05,order,1,0.35,0.12927567010637342,-0.002407059614609075
W2,W2/descending/seed307,0.05,order,1,0.3625,0.1292978939208928,-0.0011807613565615327
W2,W2/descending/seed307,0.05,order,1,0.375,0.12930518914028746,0.0007241297064028984
W2,W2/descending/seed307,0.05,order,1,0.3875,0.12927979067823273,0.0012067937540161111
W2,W2/descending/seed307,0.05,order,1,0.4,0.12927501929643706,0.0007069347113120017
W2,W2/descending/seed307,0.05,order,1,0.4125,0.12926211731044995,0.0011323466121657688
W2,W2/descending/seed307,0.05,order,1,0.425,0.12924671063113288,-0.002254396591599317
W2,W2/descending/seed307,0.05,order,1,0.4375,0.12931847722523993,-0.009228258465526551
W2,W2/descending/seed307,0.05,order,1,0.45,0.12929856770538667,
W2,W2/descending/seed307,0.05,order,1,0.4625,0.1293716684947152,
W2,W2/descending/seed307,0.05,order,1,0.475,0.129611716634466,
W2,W2/descending/seed307,0.05,order,1,0.4875,0.13055232393777186,0.003959644297685472
W2,W2/descending/seed307,0.05,order,1,0.5,0.1304753514268635,0.008355957447653495
W2,W2/descending/seed307,0.05,order,1,0.5125,0.13034342500158053,0.013381141727258239
W2,W2/descending/seed307,0.05,order,1,0.525,0.13014082288368206,0.022786615225881768
W2,W2/descending/seed307,0.05,order,1,0.5375,0.1297737596209335,0.011146743904058454
W2,W2/descending/seed307,0.05,order,1,0.55,0.12986215428608058,-0.01438397312239914
W2,W2/descending/seed307,0.05,order,1,0.5625,0.13013335894899347,-0.02900877294366211
W2,W2/descending/seed307,0.05,order,1,0.575,0.12793589161561703,
W2,W2/descending/seed307,0.05,order,1,0.5875,0.12794602922856405,
W2,W2/descending/seed307,0.05,order,1,0.6,0.1279688960575962,
W2,W2/descending/seed307,0.05,order,1,0.6125,0.12800165635252247,-0.0027053820699505238
W2,W2/descending/seed307,0.05,order,1,0.625,0.1280397099682997,-0.0033831964544042137
W2,W2/descending/seed307,0.05,order,1,0.6375,0.12808623626388257,-0.017455881754377067
W2,W2/descending/seed307,0.05,order,1,0.65,0.12847610701215914,-0.04492343796987086
W2,W2/descending/seed307,0.05,mx,4,0.25,0.009376441366471118,0.03292359120707196
W2,W2/descending/seed307,0.05,mx,4,0.3,0.010891011677622022,0.027659221238964235
W2,W2/descending/seed307,0.05,mx,4,0.35,0.012142363490367541,0.021807161603565273
W2,W2/descending/seed307,0.05,mx,4,0.4,0.01307172783797855,0.015367412300875016
W2,W2/descending/seed307,0.05,mx,4,0.45,0.015237969459670042,
W2,W2/descending/seed307,0.05,mx,4,0.5,0.01857093116099554,
W2,W2/descending/seed307,0.05,mx,4,0.55,0.019747285568884963,
W2,W2/descending/seed307,0.05,mx,4,0.6,0.018186324746067163,
W2,W2/descending/seed307,0.05,mx,4,0.65,0.024181673842912157,
W2,W2/descending/seed307,0.05,mx,2,0.25,0.009376441366471118,0.03273879554777534
W2,W2/descending/seed307,0.05,mx,2,0.275,0.010164318888606035,0.030291406223018097
W2,W2/descending/seed307,0.05,mx,2,0.3,0.010891011677622022,0.027050102393433695
W2,W2/descending/seed307,0.05,mx,2,0.325,0.01151682400827772,0.02502703625491043
W2,W2/descending/seed307,0.05,mx,2,0.35,0.012142363490367541,0.02228386915127306
W2,W2/descending/seed307,0.05,mx,2,0.375,0.012631017465841375,0.018587286952220172
W2,W2/descending/seed307,0.05,mx,2,0.4,0.01307172783797855,0.022987143335907956
W2,W2/descending/seed307,0.05,mx,2,0.425,0.01378037463263677,0.033704600236749815
W2,W2/descending/seed307,0.05,mx,2,0.45,0.015237969459670042,
W2,W2/descending/seed307,0.05,mx,2,0.475,0.01826566356759644,
W2,W2/descending/seed307,0.05,mx,2,0.5,0.01857093116099554,-0.004185072634384002
W2,W2/descending/seed307,0.05,mx,2,0.525,0.018812706355038095,0.02352708815778847
W2,W2/descending/seed307,0.05,mx,2,0.55,0.019747285568884963,0.0512392489499609
