name,kappa,h,layers,seed,source,reference_source,archive,archive_sha256,end_to_end_seconds,cache_status,created_utc,energy,nit,nfev,njev,optimization_success,status,message,gradient_inf,seconds,ed_energy,delta_e,fidelity,epsilon_c,epsilon_sf,epsilon_mx,mx,observable_pass,state_pass,joint_pass,failed_metrics,method,old_iterations_in_source
B_point11_attempt2,0.65,0.4,6,101,results/stage3_v1/optimization/cache/1a322c3f5245358ade6ff81f2f05ba3326d0ce5865dd19b3ec84b470dae125cc.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt2.npz,e51e4dd988e055f8ada248ead9f686e25d181653e21e1955214a3c7ae148d2eb,0.05161820899229497,executed,2026-09-22T05:41:30.103242+00:00,-5.913246866172444,173,191,191,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,7.449882085452941e-06,0.04969962500035763,-5.925552444855231,0.0015381973353483236,0.9950735499460783,0.04849493830945095,0.012489666347215655,0.0037980650641641356,0.6038323860535233,False,True,False,"[""delta_e"", ""epsilon_c""]",neighbor_initialization,356
B_point11_attempt3,0.65,0.4,6,307,results/stage3_v1/optimization/cache/32173e1db725c6fbf43baf9cde7eccf9b7585c6aec61ce32a81d8fd93cd25c43.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt3.npz,bab541de7dec328df47c406777904cf0ab658345b2c7cd21dd2bd633791dec7a,0.09335400001145899,executed,2026-09-22T05:41:30.196867+00:00,-5.899066208925614,318,348,348,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,3.697177052064404e-05,0.09047475000261329,-5.925552444855231,0.003310779491202065,0.9757529387678594,0.19259539836313888,0.0539292357291504,0.04544688441333744,0.6530773355310249,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_sf"", ""epsilon_mx"", ""fidelity""]",neighbor_initialization,277
B_point11_attempt4,0.65,0.4,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt4.npz,cb0063777d91ae1ebb0581f32fb551f70cd89ba9d41c9bfc148121d72e263d07,0.10069245798513293,executed,2026-09-22T05:41:30.297858+00:00,-5.894322982594008,345,378,378,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,8.968100082995534e-06,0.09857991599710658,-5.925552444855231,0.003903682782652851,0.989691681769079,0.05160416894150138,0.018437264987859636,0.028036343889068616,0.635666795006756,False,False,False,"[""delta_e"", ""epsilon_c"", ""epsilon_mx"", ""fidelity""]",independent_cold,0
B_point11_attempt5,0.65,0.4,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point11_attempt5.npz,84323fafb01dc280d2847e4f0bda94561673b91b43821ba92d55a2e598615cfe,0.1695770829974208,executed,2026-09-22T05:41:30.467719+00:00,-5.9156137218926474,582,636,636,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,5.821650962190006e-06,0.16657133400440216,-5.925552444855231,0.001242340370322892,0.9980612405302774,0.005525190619411369,0.0016525631495922788,0.005644657575098244,0.6132751086927857,False,True,False,"[""delta_e""]",independent_cold,0
B_point12_attempt0,0.75,0.5,6,307,results/stage3_v1/optimization/cache/f2454892fbc0dbd1f42e1de188544a698452e42f9089364a073d4a51bf1899e2.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt0.npz,6fc1eb66552aa5bc3ff0a98d56da96f113e303739142c87d8b5045bb35dc2268,0.0033841250115074217,executed,2026-09-22T05:41:30.473405+00:00,-6.851781039343287,1,4,4,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.2282524250673e-05,0.0012311250029597431,-6.860175673476582,0.0010493292666619025,0.9972697288745834,0.024317274424333624,0.0073960909020273635,0.007750628140980598,0.5278934294246937,False,True,False,"[""delta_e"", ""epsilon_c""]",parameter_resume,427
B_point12_attempt1,0.75,0.5,6,101,results/stage3_v1/optimization/cache/6a8b1af05cb9281973aae956f0abd9b9d0f76413d3e242150f86a4397e7c9c01.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt1.npz,685feb1cab803cc375d952df31490651e7a73175a44410dcf7bf9e73f02395c5,0.0033099159772973508,executed,2026-09-22T05:41:30.477090+00:00,-6.851330326972015,2,5,5,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.389553423247207e-06,0.001472042000386864,-6.860175673476582,0.0011056683130709066,0.9963465672907045,0.039494662730583885,0.010600900551814285,0.010349106710703881,0.5252949508549705,False,True,False,"[""delta_e"", ""epsilon_c""]",parameter_resume,355
B_point12_attempt2,0.75,0.5,6,211,results/stage3_v1/optimization/cache/ae17d910d8e34c698ffa2a29007bbd8b6537d80afb4df3acf90d7a75b6266175.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt2.npz,f159620e683ef5528d8e3fe639280e90d838bf2554a23afda6b99a5b81a4ae60,0.14290820798487402,executed,2026-09-22T05:41:30.620264+00:00,-6.85712495865979,503,538,538,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.0123913048332156e-05,0.1397431250079535,-6.860175673476582,0.00038133935209894165,0.9993875508490566,0.006849927774691511,0.0019148452445905684,0.0014948352757170325,0.5341492222899573,True,True,True,[],neighbor_initialization,267
B_point12_attempt3,0.75,0.5,6,101,results/stage3_v1/optimization/cache/3ea041ce5672064a4de51427b0794380cbdd52c832a70bc49b0a3b1aabc00a0b.npz,results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt3.npz,ab2fd72281f1eeabf25049dcaf8844b64d49a5308eca5c48f631be7e405efd26,0.06378058399423026,executed,2026-09-22T05:41:30.684397+00:00,-6.85634175432089,222,234,234,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.1219432228593007e-05,0.06140400000731461,-6.860175673476582,0.00047923989446152504,0.999189212268091,0.010576372537139833,0.0028638154872491772,0.0021303886908815572,0.5335136688747928,True,True,True,[],neighbor_initialization,143
B_point12_attempt4,0.75,0.5,6,701,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt4.npz,8a85303ba37da0ebdc74bdaaf92ea2b0baab14df24d783aa61cb94aff6bfd403,0.11614587501389906,executed,2026-09-22T05:41:30.800874+00:00,-6.838801777806159,381,431,431,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,1.80041467174874e-05,0.11373133299639449,-6.860175673476582,0.0026717369588028506,0.9896415072883534,0.06395835540099903,0.01875689682396442,0.018948775766582715,0.5166952817990916,False,False,False,"[""delta_e"", ""epsilon_c"", ""fidelity""]",independent_cold,0
B_point12_attempt5,0.75,0.5,6,809,"uniform[-.5,.5]",results/baseline/grid_n8.npz,results/stage4_v1/optimization/B_point12_attempt5.npz,a5bb3602cb9810e06d88bca3fc3725a1463558110fcf908f4ca2472ff8c19417,0.14304695799364708,executed,2026-09-22T05:41:30.944258+00:00,-6.850832770354223,499,540,540,True,0,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,6.703345612901757e-05,0.14060495799640194,-6.860175673476582,0.0011678628902949129,0.9967445952943385,0.03689720341559566,0.00973416119615611,0.010397077976213809,0.5252469795894605,False,True,False,"[""delta_e"", ""epsilon_c""]",independent_cold,0
